MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
3274.5,11.1,188.09,0,1,38.12,10.5,13.673,13.466,188.09,1,6871.80153,,,,,,
3275,10.7,190.17,0,1,38.11,10.5,16.47,13.776,190.17,1,7107.502971,,,,,,
3275.5,10.4,186.77,0,1,38.09,10.1,14.553,14.346,186.77,1,7271.599766,,,,,,
3276,10.5,186.43,0,1,38.14,10.2,14.76,12.741,186.43,1,6441.323421,,,,,,
3276.5,10.1,188.99,0,1,38.09,10.1,15.278,14.398,188.99,1,7383.465776,,,,,,
3277,11.1,197,0,1,38.15,10.3,18.8,13.673,197,1,7300.353728,,,,,,
3277.5,11.2,185.11,0,1,38.09,10.7,13.828,13.673,185.11,1,6872.56249,,,,,,
3278,11.2,186.88,0,1,38.13,10.3,14.242,13.362,186.88,1,6773.782257,,,,,,
3278.5,11.6,186.07,0,1,38.09,11.4,14.916,12.844,186.07,1,6492.101193,,,,,,
3279,11.4,188.09,0,1,37.99,10.8,15.071,13.776,188.09,1,7054.068217,,,,,,
3279.5,11,187.78,0,1,37.98,10.8,14.76,14.346,187.78,1,7333.472339,,,,,,
3280,10.7,183.56,0,1,38,8.9,13.414,12.948,183.56,1,6469.362557,,,,,,
3280.5,9.6,184.72,0,1,37.96,9.4,13.569,13.414,184.72,1,6747.459646,,,,,,
3281,9.3,186.35,0,1,38.03,9.2,13.673,13.414,186.35,1,6793.488252,,,,,,
3281.5,9.7,184.86,0,1,38.02,9.5,13.621,12.741,184.86,1,6405.243498,,,,,,
3282,10.1,188.54,0,1,37.99,9.8,15.641,13.414,188.54,1,6882.386511,,,,,,
3282.5,9.8,186.04,0,1,37.98,9.5,13.258,12.896,186.04,1,6531.177155,,,,,,
3283,9.8,184.52,0,1,37.97,9.4,13.776,13.414,184.52,1,6738.949262,,,,,,
3283.5,10,189.86,0,1,37.95,9.9,14.916,13.466,189.86,1,6964.179471,,,,,,
3284,11.3,202.87,0,1,37.98,10,22.011,13.984,202.87,1,7722.109321,,,,,,
3284.5,10,185.65,0,1,37.98,9.4,14.035,13.414,185.65,1,6778.815295,,,,,,
3285,9.6,186.82,0,1,38.01,9.3,13.932,13.31,186.82,1,6762.296143,,,,,,
3285.5,10.2,186.24,0,1,38.02,9.6,13.725,13.31,186.24,1,6741.222679,,,,,,
3286,10.4,188.12,0,1,37.99,9.9,15.537,14.812,188.12,1,7580.786361,,,,,,
3286.5,12.2,190.06,0,1,37.99,11.8,18.386,14.294,190.06,1,7396.635857,,,,,,
3287,7.8,189.69,0,1,37.91,5.2,11.446,11.083,189.69,1,5731.522818,,,,,,
3287.5,8.8,184.75,0,1,37.91,8.8,13.362,12.585,184.75,1,6339.248536,,,,,,
3288,9.4,185.19,0,1,37.95,8.6,14.035,12.171,185.19,1,6141.186761,,,,,,
3288.5,9.7,183.4,0,1,37.94,9.6,13.776,12.999,183.4,1,6496.633356,,,,,,
3289,11.6,187.25,0,1,37.91,10.5,14.968,12.119,187.25,1,6195.188699,,,,,,
3289.5,11.5,188.65,0,1,37.99,9.8,14.968,14.191,188.65,1,7287.460029,,,,,,
3290,10.3,187.95,0,1,37.97,9.4,13.984,13.776,187.95,1,7049.590614,,,,,,
3290.5,11.5,185.45,0,1,37.94,11,13.776,12.637,185.45,1,6391.571595,,,,,,
3291,11.9,189.55,0,1,37.97,11.5,15.745,13.414,189.55,1,6927.562143,,,,,,
3291.5,11.4,188.54,0,1,37.95,11.3,15.071,15.071,188.54,1,7740.810095,,,,,,
3292,10,186.94,0,1,38.02,8.9,13.984,13.517,186.94,1,6870.730222,,,,,,
3292.5,10.6,186.35,0,1,37.99,9.3,12.948,12.741,186.35,1,6464.150339,,,,,,
3293,11.6,188.57,0,1,38.08,10.6,16.055,13.828,188.57,1,7082.402128,,,,,,
3293.5,10.2,186.46,0,1,38.13,7.6,14.605,11.239,186.46,1,5686.880616,,,,,,
3294,9.6,184.75,0,1,38.1,8.6,13.155,12.689,184.75,1,6361.827255,,,,,,
3294.5,11.2,185.45,0,1,38.14,10.3,15.071,12.585,185.45,1,6331.37648,,,,,,
3295,10.5,185.73,0,1,38.13,9.7,14.812,12.999,185.73,1,6548.329933,,,,,,
3295.5,9.8,184.89,0,1,38.13,9.7,13.103,12.999,184.89,1,6516.96595,,,,,,
3296,10.4,192.75,0,1,38.05,9.9,16.521,13.517,192.75,1,7078.944254,,,,,,
3296.5,10.8,184.77,0,1,37.86,10.6,12.844,12.741,184.77,1,6432.030544,,,,,,
3297,10.6,184.35,0,1,38.06,9.8,14.605,13.414,184.35,1,6719.04895,,,,,,
3297.5,9.6,185.14,0,1,38.12,9.5,14.553,13.621,185.14,1,6837.992827,,,,,,
3298,10,185.76,0,1,38.08,9.3,15.071,14.035,185.76,1,7077.022723,,,,,,
3298.5,10.6,193.01,0,1,38.13,10.6,15.019,13.569,193.01,1,7101.282633,,,,,,
3299,10.9,186.4,0,1,38.12,8.6,14.864,13.31,186.4,1,6731.238061,,,,,,
3299.5,8.8,185.28,0,1,38.09,8.7,13.725,13.414,185.28,1,6742.683767,,,,,,
3300,8.8,184.94,0,1,38.09,8.7,13.362,12.792,184.94,1,6419.36394,,,,,,
3300.5,8.7,185.78,0,1,38.13,8.6,13.621,13.051,185.78,1,6571.35339,,,,,,
3301,9.3,184.35,0,1,38.12,8.6,12.896,12.482,184.35,1,6240.903049,,,,,,
3301.5,9.4,185.08,0,1,36.81,9.4,12.896,12.689,185.08,1,6595.053605,,,,,,
3302,9.7,188.17,0,1,38.06,9.6,14.45,13.051,188.17,1,6670.468751,,,,,,
3302.5,10.2,184.44,0,1,38.06,10,14.657,12.999,184.44,1,6514.148491,,,,,,
3303,11.3,183.54,0,1,37.99,10,14.812,12.378,183.54,1,6188.385402,,,,,,
3303.5,10.8,185.78,0,1,38.19,10.3,13.466,12.378,185.78,1,6229.558828,,,,,,
3304,11.1,187.67,0,1,38.05,10.3,15.175,13.258,187.67,1,6763.439816,,,,,,
3304.5,9.9,184.63,0,1,38.09,9.7,13.517,13.155,184.63,1,6592.779625,,,,,,
3305,10,185.53,0,1,38.12,9.6,13.362,12.741,185.53,1,6412.372541,,,,,,
3305.5,10.3,186.8,0,1,38.09,10.2,15.745,14.294,186.8,1,7246.23479,,,,,,
3306,9.9,184.32,0,1,38.19,9.9,14.035,12.948,184.32,1,6461.710296,,,,,,
3306.5,9.7,186.63,0,1,38.11,9.4,15.175,13.673,186.63,1,6921.11054,,,,,,
3307,9.7,185.36,0,1,38.11,9.3,13.828,13.362,185.36,1,6718.423566,,,,,,
3307.5,9,185.03,0,1,38.04,9,13.258,13.155,185.03,1,6613.243988,,,,,,
3308,10.7,185.62,0,1,37.91,10.1,14.398,12.741,185.62,1,6452.734961,,,,,,
3308.5,11.6,185.73,0,1,34.52,10.9,14.502,12.741,185.73,1,7090.195874,,,,,,
3309,9.8,184.89,0,1,38.01,9.7,13.155,12.689,184.89,1,6382.178382,,,,,,
3309.5,9.8,186.21,0,1,37.99,9.3,13.517,12.844,186.21,1,6509.160804,,,,,,
3310,9.9,184.01,0,1,38,7.6,13.103,11.549,184.01,1,5785.40099,,,,,,
3310.5,6.6,183.93,0,1,24.66,6.6,11.653,11.187,183.93,1,8609.9727,,,,,,
3311,6.9,184.77,0,1,24.63,5.7,11.342,10.876,184.77,1,8420.280371,,,,,,
3311.5,7.6,186.57,0,1,24.59,7.2,12.948,12.171,186.57,1,9529.591386,,,,,,
3312,6.4,183.87,0,1,24.6,6,11.187,10.617,183.87,1,8188.864898,,,,,,
3312.5,8,183.28,0,1,36.09,7.6,12.274,10.721,183.28,1,5628.027994,,,,,,
3313,8,183.85,0,1,36.65,7.8,12.585,11.757,183.85,1,6094.693197,,,,,,
3313.5,7.9,184.21,0,1,36.62,7.9,13.414,13.258,184.21,1,6888.822492,,,,,,
3314,8.3,185,0,1,36.64,7.9,13.569,11.964,185,1,6242.780923,,,,,,
3314.5,8.4,183.82,0,1,36.67,8.3,12.741,11.601,183.82,1,6010.934656,,,,,,
3315,8.8,186.38,0,1,36.67,8.5,13.621,12.067,186.38,1,6339.3042,,,,,,
3315.5,9.6,183.51,0,1,36.64,5.1,14.346,10.255,183.51,1,5314.743866,,,,,,
3316,7.7,182.47,0,1,36.47,6.4,11.083,10.721,182.47,1,5544.2863,,,,,,
3316.5,9.9,185.84,0,1,36.38,9.6,15.175,11.912,185.84,1,6292.616592,,,,,,
3317,9.8,186.82,0,1,36.47,8.6,15.226,12.171,186.82,1,6446.470007,,,,,,
3317.5,9.1,186.71,0,1,36.43,8.6,14.087,14.035,186.71,1,7431.622408,,,,,,
3318,9.1,184.38,0,1,36.43,8.9,12.844,11.912,184.38,1,6232.71316,,,,,,
3318.5,7.5,183.34,0,1,36.45,7.4,12.223,12.067,183.34,1,6270.305359,,,,,,
3319,7.9,184.55,0,1,36.42,7.7,13.673,12.274,184.55,1,6425.823277,,,,,,
3319.5,7.8,184.77,0,1,36.47,7.5,12.43,12.119,184.77,1,6343.533625,,,,,,
3320,7.4,185.95,0,1,36.45,7.3,12.896,11.653,185.95,1,6141.526765,,,,,,
3320.5,7.3,183.76,0,1,36.4,7.1,12.223,12.015,183.76,1,6265.660232,,,,,,
3321,7.3,183.09,0,1,36.49,6.9,12.844,11.86,183.09,1,6147.450815,,,,,,
3321.5,7.2,182.97,0,1,36.65,7,11.808,11.808,182.97,1,6089.699243,,,,,,
3322,7.4,183.23,0,1,36.71,7,12.015,11.653,183.23,1,6009.257999,,,,,,
3322.5,7.6,183.14,0,1,36.67,7.6,12.171,11.601,183.14,1,5986.63885,,,,,,
3323,7.5,183,0,1,36.67,7.3,12.015,11.86,183,1,6114.909439,,,,,,
3323.5,7.5,182.5,0,1,36.69,7.2,11.912,11.86,182.5,1,6094.943673,,,,,,
3324,7.5,183.85,0,1,36.7,7.2,12.067,11.808,183.85,1,6111.388603,,,,,,
3324.5,7.5,183.68,0,1,36.61,7.5,11.912,11.808,183.68,1,6120.716846,,,,,,
3325,6.1,184.27,0,1,24.58,5.2,11.187,10.773,184.27,1,8332.93162,,,,,,
3325.5,4.9,183.17,0,1,24.32,4.9,10.462,10.462,183.17,1,8127.245991,,,,,,
3326,4.9,183.37,0,1,24.33,4.5,10.617,10.151,183.37,1,7891.397413,,,,,,
3326.5,4.7,183.54,0,1,24.36,4.5,10.514,9.996,183.54,1,7768.194246,,,,,,
3327,7.5,182.55,0,1,34.43,4.8,10.98,9.788,182.55,1,5364.192184,,,,,,
3327.5,7.7,183.65,0,1,32.32,6.9,11.239,11.135,183.65,1,6536.096136,,,,,,
3328,8.4,184.72,0,1,38.1,7,12.741,11.912,184.72,1,5969.660592,,,,,,
3328.5,9,188.9,0,1,38.06,8.3,14.502,11.549,188.9,1,5926.71048,,,,,,
3329,8,184.1,0,1,38.13,7.9,12.482,12.067,184.1,1,6021.029011,,,,,,
3329.5,8.5,184.35,0,1,38.11,8.2,12.326,12.119,184.35,1,6059.57102,,,,,,
3330,9,183.43,0,1,38.1,8.6,13.051,12.171,183.43,1,6058.140331,,,,,,
3330.5,9.1,185.19,0,1,38.12,8.8,12.741,12.274,185.19,1,6164.635548,,,,,,
3331,9.7,187.16,0,1,38.08,9,14.191,11.808,187.16,1,6002.228484,,,,,,
3331.5,9.3,183.87,0,1,37.65,9,13.155,12.999,183.87,1,6562.112293,,,,,,
3332,9.2,186.12,0,1,37.73,9.1,13.414,12.637,186.12,1,6443.922014,,,,,,
3332.5,9.3,184.94,0,1,37.97,9,12.585,12.119,184.94,1,6103.364031,,,,,,
3333,9.7,186.66,0,1,37.31,9.1,12.896,12.119,186.66,1,6269.492599,,,,,,
3333.5,9.8,188.74,0,1,36.85,9.4,13.155,12.637,188.74,1,6691.347156,,,,,,
3334,9.2,184.18,0,1,38.12,7.5,12.585,12.015,184.18,1,6002.553189,,,,,,
3334.5,8.9,185.84,0,1,38.09,8.5,12.792,12.689,185.84,1,6399.007633,,,,,,
3335,9.4,184.35,0,1,38,9.2,12.274,11.549,184.35,1,5794.70247,,,,,,
3335.5,9.3,184.89,0,1,35.21,9.2,12.533,12.223,184.89,1,6634.298687,,,,,,
3336,9.5,184.13,0,1,36.77,9.2,12.741,12.274,184.13,1,6354.708586,,,,,,
3336.5,9.6,186.68,0,1,37.7,9,13.517,12.948,186.68,1,6628.013039,,,,,,
3337,10.2,184.77,0,1,37.98,10,12.326,12.015,184.77,1,6046.487521,,,,,,
3337.5,10.6,184.16,0,1,37.93,9.5,13.828,12.792,184.16,1,6424.076387,,,,,,
3338,10.2,184.46,0,1,38.03,10.1,13.621,12.533,184.46,1,6287.215273,,,,,,
3338.5,10.1,185.7,0,1,37.95,9.8,13.621,13.362,185.7,1,6760.038358,,,,,,
3339,8.1,183.87,0,1,24.61,6.9,12.326,11.705,183.87,1,9027.172711,,,,,,
3339.5,7.1,184.13,0,1,24.59,6.8,11.964,11.498,184.13,1,8884.948494,,,,,,
3340,7,184.55,0,1,24.59,6.8,11.601,11.29,184.55,1,8744.152366,,,,,,
3340.5,6.9,183.79,0,1,24.63,6.8,12.378,11.342,183.79,1,8733.79755,,,,,,
3341,7.3,183.48,0,1,24.58,7.2,11.86,11.135,183.48,1,8578.751667,,,,,,
3341.5,7,183.71,0,1,24.59,6.7,11.549,10.928,183.71,1,8425.941833,,,,,,
3342,6.7,183.79,0,1,24.58,6.4,11.187,11.135,183.79,1,8591.605697,,,,,,
3342.5,6.4,183.68,0,1,24.58,6.2,11.601,10.824,183.68,1,8346.352137,,,,,,
3343,6.6,184.18,0,1,24.58,6.3,11.446,10.876,184.18,1,8409.684628,,,,,,
3343.5,6.6,182.97,0,1,24.6,6.5,11.549,10.876,182.97,1,8347.774062,,,,,,
3344,6.9,183.93,0,1,24.61,6.5,11.446,11.187,183.93,1,8628.233227,,,,,,
3344.5,8.1,182.53,0,1,37.83,6.2,10.617,9.788,182.53,1,4884.96132,,,,,,
3345,10.8,184.41,0,1,37.88,9.7,11.446,10.617,184.41,1,5351.388356,,,,,,
3345.5,11.1,185.56,0,1,32.07,10.7,12.223,11.601,185.56,1,6941.941431,,,,,,
3346,11.7,184.32,0,1,35.59,11.3,12.171,11.964,184.32,1,6411.872007,,,,,,
3346.5,12.6,184.32,0,1,35.2,11.2,12.533,12.533,184.32,1,6791.792239,,,,,,
3347,11.9,185.39,0,1,37.14,11.1,13.103,12.171,185.39,1,6288.01896,,,,,,
3347.5,11.8,184.58,0,1,37.75,11.6,12.689,12.015,184.58,1,6081.21926,,,,,,
3348,12.6,185.67,0,1,37.79,12.1,13.362,12.585,185.67,1,6401.032754,,,,,,
3348.5,13.5,185.08,0,1,37.82,13.1,12.792,12.689,185.08,1,6430.584897,,,,,,
3349,13.5,184.72,0,1,37.8,13.4,13.466,13.258,184.72,1,6707.856085,,,,,,
3349.5,13.9,186.8,0,1,37.91,13.8,13.621,13.207,186.8,1,6738.598203,,,,,,
3350,13.9,186.29,0,1,37.92,13.4,14.864,13.31,186.29,1,6770.646574,,,,,,
3350.5,13.6,184.38,0,1,37.95,13.6,14.242,14.087,184.38,1,7084.27793,,,,,,
3351,14.2,188.45,0,1,37.94,13.8,14.398,13.673,188.45,1,7031.602119,,,,,,
3351.5,14.3,184.18,0,1,38.02,14.1,13.932,13.776,184.18,1,6910.405099,,,,,,
3352,12.8,186.18,0,1,29.89,11.7,13.051,12.274,186.18,1,7907.086817,,,,,,
3352.5,11.2,184.35,0,1,24.31,10,11.808,11.601,184.35,1,9089.195592,,,,,,
3353,10.4,183.2,0,1,24.31,10.2,11.446,11.239,183.2,1,8749.618623,,,,,,
3353.5,10.5,183.54,0,1,24.3,10.4,11.394,11.187,183.54,1,8729.224131,,,,,,
3354,12.4,186.24,0,1,36.6,10.7,12.223,11.549,186.24,1,6084.843822,,,,,,
3354.5,13.3,184.86,0,1,38.03,13,13.103,11.912,184.86,1,5998.248588,,,,,,
3355,14.2,187.44,0,1,37.12,13.7,14.035,12.637,187.44,1,6609.079713,,,,,,
3355.5,14.4,188.65,0,1,37.19,14.3,14.139,13.621,188.65,1,7153.584423,,,,,,
3356,15.6,184.97,0,1,35.95,14.3,13.31,13.103,184.97,1,6984.17927,,,,,,
3356.5,15.5,183.17,0,1,36.73,15.4,12.896,12.585,183.17,1,6504.347865,,,,,,
3357,15.3,186.77,0,1,37.83,14.8,14.968,12.792,186.77,1,6544.45484,,,,,,
3357.5,15.2,184.8,0,1,35.18,14.7,13.725,13.362,184.8,1,7268.63995,,,,,,
3358,15.3,187.16,0,1,38.02,14.9,14.864,13.362,187.16,1,6814.409522,,,,,,
3358.5,16,193.12,0,1,38.1,15.2,17.816,13.932,193.12,1,7314.822928,,,,,,
3359,16,188.68,0,1,38.08,15.8,15.486,14.45,188.68,1,7415.664003,,,,,,
3359.5,16.5,188.79,0,1,38.11,16.3,14.968,13.88,188.79,1,7124.72363,,,,,,
3360,16,188.45,0,1,38.14,15,15.537,14.605,188.45,1,7473.956971,,,,,,
3360.5,16,185,0,1,38.13,15.7,14.191,14.035,185,1,7055.043169,,,,,,
3361,15.9,188.82,0,1,38.11,15.9,14.812,14.035,188.82,1,7203.323375,,,,,,
3361.5,16,188.12,0,1,38.12,15.9,15.071,14.294,188.12,1,7306.791987,,,,,,
3362,16.3,188.71,0,1,38.1,15.8,16.418,14.294,188.71,1,7334.20249,,,,,,
3362.5,16.3,190.84,0,1,38.09,16.3,15.796,14.916,190.84,1,7739.338736,,,,,,
3363,16,187.95,0,1,38.1,15.5,14.76,13.932,187.95,1,7120.145776,,,,,,
3363.5,17.1,185.53,0,1,38.1,16.5,14.191,13.621,185.53,1,6876.016832,,,,,,
3364,17.1,187.78,0,1,38.1,16.6,15.589,14.968,187.78,1,7642.490356,,,,,,
3364.5,16.7,187.72,0,1,38.12,16.6,14.812,13.776,187.72,1,7030.543969,,,,,,
3365,16.2,189.89,0,1,38.11,15.5,15.071,14.087,189.89,1,7271.386248,,,,,,
3365.5,16.4,189.41,0,1,37.98,15.7,15.123,14.553,189.41,1,7517.643986,,,,,,
3366,17.4,187.58,0,1,37.97,16.3,14.709,12.482,187.58,1,6396.497535,,,,,,
3366.5,17,186.82,0,1,37.96,16.9,16.211,15.071,186.82,1,7683.45948,,,,,,
3367,17.5,186.07,0,1,37.96,17.1,14.398,12.948,186.07,1,6582.527565,,,,,,
3367.5,17.1,183.68,0,1,38.01,16.8,15.019,14.398,183.68,1,7210.57377,,,,,,
3368,16.6,187.53,0,1,37.97,16.4,15.071,14.657,187.53,1,7498.840888,,,,,,
3368.5,16.4,186.01,0,1,37.95,16.3,15.641,15.226,186.01,1,7728.973627,,,,,,
3369,16.6,188.85,0,1,38.07,16.1,16.47,14.346,188.85,1,7372.726942,,,,,,
3369.5,16.4,189.13,0,1,38.06,16.4,15.952,14.709,189.13,1,7570.737117,,,,,,
3370,16.3,186.04,0,1,37.97,16.1,15.434,15.123,186.04,1,7673.928257,,,,,,
3370.5,15.7,185.78,0,1,38,15.5,15.123,14.398,185.78,1,7290.644866,,,,,,
3371,15.7,185.93,0,1,37.96,15.1,16.262,14.502,185.93,1,7356.59741,,,,,,
3371.5,16.3,187.47,0,1,37.98,15.3,14.968,14.191,187.47,1,7256.826376,,,,,,
3372,18.1,186.46,0,1,37.94,17.1,17.712,14.553,186.46,1,7413.553892,,,,,,
3372.5,15.9,186.66,0,1,37.96,15.9,15.848,15.123,186.66,1,7700.302302,,,,,,
3373,16.2,184.91,0,1,37.98,5.6,15.952,10.98,184.91,1,5548.222794,,,,,,
3373.5,7.9,184.75,0,1,37.89,6.9,13.051,11.601,184.75,1,5846.098648,,,,,,
3374,7.9,184.97,0,1,37.87,6,12.274,11.86,184.97,1,5986.384106,,,,,,
3374.5,5.5,183.71,0,1,24.3,5.4,11.239,11.135,183.71,1,8683.407433,,,,,,
3375,5.2,184.32,0,1,24.31,5.1,11.394,11.29,184.32,1,8828.829442,,,,,,
3375.5,7.1,183.87,0,1,24.32,6.8,11.549,11.342,183.87,1,8849.266835,,,,,,
3376,6.7,183.59,0,1,24.3,5.5,11.601,11.239,183.59,1,8761.871309,,,,,,
3376.5,5.5,183.51,0,1,24.34,5.5,11.549,11.239,183.51,1,8740.483287,,,,,,
3377,5.9,184.24,0,1,24.34,5.6,11.653,11.187,184.24,1,8735.733242,,,,,,
3377.5,5.5,183.62,0,1,24.34,5.4,11.757,11.705,183.62,1,9107.724289,,,,,,
3378,5.6,183.9,0,1,24.34,5.1,11.912,11.187,183.9,1,8718.837707,,,,,,
3378.5,5.4,184.04,0,1,24.31,5.3,11.601,11.549,184.04,1,9017.88689,,,,,,
3379,6,183.54,0,1,30.35,5.1,11.808,11.549,183.54,1,7208.116755,,,,,,
3379.5,6.9,186.57,0,1,35.61,6.8,12.999,12.948,186.57,1,7004.159773,,,,,,
3380,8.1,185.31,0,1,38.09,7.6,13.621,13.051,185.31,1,6560.039427,,,,,,
3380.5,8,184.63,0,1,38.14,8,13.414,13.362,184.63,1,6682.269663,,,,,,
3381,9,188.74,0,1,38.09,8.2,14.502,13.621,188.74,1,6974.318327,,,,,,
3381.5,9.6,187.05,0,1,38.07,9.3,15.693,14.916,187.05,1,7572.521206,,,,,,
3382,9.6,186.32,0,1,38.13,8.8,15.33,13.828,186.32,1,6983.772792,,,,,,
3382.5,11.6,184.35,0,1,38.07,10,15.9,13.103,184.35,1,6564.889907,,,,,,
3383,12.2,188.2,0,1,38.11,10.2,19.37,14.864,188.2,1,7591.470941,,,,,,
3383.5,9.2,185.62,0,1,38.13,8.1,13.932,13.517,185.62,1,6800.657106,,,,,,
3384,7.9,185.03,0,1,38.13,7.3,14.035,13.776,185.03,1,6905.059858,,,,,,
3384.5,7.6,183.06,0,1,38.09,7.6,13.466,12.637,183.06,1,6274.423661,,,,,,
3385,9.2,184.21,0,1,38.09,7.8,13.725,13.155,184.21,1,6575.967469,,,,,,
3385.5,9.4,184.13,0,1,38.1,8.8,13.673,12.637,184.13,1,6314.149756,,,,,,
3386,8.6,188.65,0,1,38.13,8.4,13.569,13.103,188.65,1,6698.735149,,,,,,
3386.5,8.7,185.93,0,1,38.14,8.3,15.123,13.569,185.93,1,6834.958704,,,,,,
3387,8.3,190.34,0,1,38.11,7.7,14.035,13.103,190.34,1,6761.269804,,,,,,
3387.5,8.9,185.98,0,1,38.11,8.6,14.968,13.88,185.98,1,6998.977048,,,,,,
3388,9.5,190.56,0,1,38.12,9.4,16.729,14.45,190.56,1,7463.901226,,,,,,
3388.5,9.7,186.32,0,1,38.07,8.7,16.262,14.398,186.32,1,7282.274972,,,,,,
3389,8,185.05,0,1,38.13,7.6,14.45,13.466,185.05,1,6751.147375,,,,,,
3389.5,7.5,183.73,0,1,38.1,7.4,13.621,12.844,183.73,1,6398.190681,,,,,,
3390,7.8,185.84,0,1,38.15,7.4,14.087,12.689,185.84,1,6386.034578,,,,,,
3390.5,7.5,183.2,0,1,38.14,7.5,12.896,12.585,183.2,1,6245.012879,,,,,,
3391,8.1,184.41,0,1,38.1,7.5,14.139,13.207,184.41,1,6604.330239,,,,,,
3391.5,8.8,184.58,0,1,38.09,8.8,12.896,12.482,184.58,1,6252.220805,,,,,,
3392,9.9,184.91,0,1,38.1,9.3,13.828,12.999,184.91,1,6523.047289,,,,,,
3392.5,9.5,183.12,0,1,37.84,9.4,13.673,12.792,183.12,1,6400.13752,,,,,,
3393,10.1,184.32,0,1,38.14,9.9,13.828,12.482,184.32,1,6238.775428,,,,,,
3393.5,10.5,184.41,0,1,38.05,10.1,14.087,13.673,184.41,1,6851.978038,,,,,,
3394,9.3,183.76,0,1,38.08,9,13.984,13.155,183.76,1,6561.947555,,,,,,
3394.5,10.3,184.91,0,1,37.98,9.3,14.553,12.741,184.91,1,6415.296517,,,,,,
3395,10.3,183.59,0,1,38,9.7,12.999,12.171,183.59,1,6082.778824,,,,,,
3395.5,9.9,185.65,0,1,37.94,9.9,13.725,12.482,185.65,1,6316.042917,,,,,,
3396,9.6,185.31,0,1,37.99,9.2,14.191,12.948,185.31,1,6529.531003,,,,,,
3396.5,9.6,185.87,0,1,38,9.6,14.346,13.88,185.87,1,7016.905863,,,,,,
3397,9.3,184.16,0,1,37.97,9,13.725,13.051,184.16,1,6543.213596,,,,,,
3397.5,9.3,184.77,0,1,38.01,8.9,12.585,11.964,184.77,1,6013.796613,,,,,,
3398,10.1,183.93,0,1,38.04,9.5,13.207,12.223,183.93,1,6112.969183,,,,,,
3398.5,9.9,183.34,0,1,38.02,9.6,13.725,12.792,183.34,1,6378.65127,,,,,,
3399,9.8,183.23,0,1,38.02,9.2,13.414,12.948,183.23,1,6451.990806,,,,,,
3399.5,8.9,184.18,0,1,38.01,8.8,13.258,13.155,184.18,1,6587.883309,,,,,,
3400,8.7,184.89,0,1,37.96,8.5,13.051,12.792,184.89,1,6439.264389,,,,,,
3400.5,8.7,184.21,0,1,38,8.6,12.844,12.482,184.21,1,6254.189783,,,,,,
3401,8.9,184.07,0,1,37.97,8.3,12.999,12.482,184.07,1,6254.909303,,,,,,
3401.5,10.5,184.24,0,1,37.99,9.5,12.533,12.533,184.24,1,6287.136131,,,,,,
3402,10.5,187.47,0,1,37.94,6.5,14.657,10.721,187.47,1,5483.263941,,,,,,
3402.5,8.8,185.28,0,1,37.94,8.7,11.757,11.394,185.28,1,5753.424359,,,,,,
3403,8.6,183.9,0,1,24.33,8.6,11.446,10.824,183.9,1,8447.909775,,,,,,
3403.5,8.4,184.77,0,1,24.32,8,11.757,11.135,184.77,1,8734.023647,,,,,,
3404,9.4,185.53,0,1,24.33,7.7,12.274,11.187,185.53,1,8809.772489,,,,,,
3404.5,9.6,183.82,0,1,24.3,9.4,11.549,11.187,183.82,1,8740.087279,,,,,,
3405,9.1,183.82,0,1,24.36,8.4,11.912,10.773,183.82,1,8395.583428,,,,,,
3405.5,8.3,183.56,0,1,24.31,7.6,11.239,10.928,183.56,1,8519.313715,,,,,,
3406,8,183.2,0,1,24.32,7.7,11.135,10.151,183.2,1,7895.633982,,,,,,
3406.5,7.9,184.3,0,1,24.32,7.4,11.394,10.876,184.3,1,8508.410262,,,,,,
3407,7.3,183.12,0,1,24.3,7,10.876,10.617,183.12,1,8258.417477,,,,,,
3407.5,8.3,185,0,1,35.46,7.4,12.326,10.773,185,1,5809.927925,,,,,,
3408,9.7,183.45,0,1,36.61,8.8,12.067,11.705,183.45,1,6065.822418,,,,,,
3408.5,10.6,184.52,0,1,36.55,10.2,12.326,11.239,184.52,1,5871.176393,,,,,,
3409,10.8,184.18,0,1,38.07,10.6,12.119,11.498,184.18,1,5757.12578,,,,,,
3409.5,11.4,184.52,0,1,38.07,11.1,12.171,11.549,184.52,1,5794.761995,,,,,,
3410,11.9,184.07,0,1,38.08,10.8,14.087,12.896,184.07,1,6451.019623,,,,,,
3410.5,11.1,186.15,0,1,38.12,10.9,13.569,12.274,186.15,1,6201.823242,,,,,,
3411,11.4,185.03,0,1,38.08,11,13.725,12.119,185.03,1,6094.380266,,,,,,
3411.5,11,184.21,0,1,38.12,10.9,13.31,12.223,184.21,1,6111.853159,,,,,,
3412,11.9,185.59,0,1,38.08,11.1,13.776,12.378,185.59,1,6244.057094,,,,,,
3412.5,12.4,189.78,0,1,38.1,11.6,15.537,14.502,189.78,1,7471.783692,,,,,,
3413,14,195.23,0,1,38.11,12.5,18.697,13.155,195.23,1,6977.101481,,,,,,
3413.5,12.4,185.19,0,1,38.11,12.4,13.362,12.533,185.19,1,6304.689255,,,,,,
3414,13.8,187.41,0,1,38.16,13.4,13.207,12.896,187.41,1,6558.884748,,,,,,
3414.5,12.4,189.8,0,1,38.15,11.9,14.087,14.035,189.8,1,7223.566067,,,,,,
