MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
195,3.1,212.86,0.89,39.44,122.67,2.6,9.84,5.438,80.36,83.01,231.1997328,,,,,,
195.5,3.8,213.23,1.09,48.77,122.26,3.4,9.012,5.542,80.59,102.18,237.2220436,,,,,,
196,4.2,213.09,1.26,56.46,121.29,4,9.374,7.924,80.59,117.7,340.8586614,,,,,,
196.5,4.2,213.48,1.18,52.17,123.89,4.1,8.079,7.665,80.84,110.44,323.5314206,,,,,,
197,4.1,246.85,6.21,290.8,129.18,3.9,8.908,8.235,80.36,579.61,384.8937486,,,,,,
197.5,3.7,246.86,6.2,290.86,128.95,3.5,8.804,6.785,80.22,579.19,317.8955704,,,,,,
198,3.7,246.82,6.26,293.82,128.82,3.6,9.063,7.976,80.33,584.63,373.6067707,,,,,,
198.5,4,246.79,5.99,278.91,129.92,3.7,8.338,5.956,80.3,559.16,277.3882286,,,,,,
206.5,2.5,166.57,0.47,18.11,115.5,0.3,2.797,2.123,0.08,44.04,75.96306522,,,,,,
207,4.7,167.54,1.6,57.85,119.01,3.8,7.665,4.143,0.9,149.81,144.6636106,,,,,,
207.5,4.2,166.78,1.86,80.52,96.78,4.2,7.147,6.526,0.14,173.64,275.869575,,,,,,
208,4.6,167.01,2.05,74.89,115.76,4.4,7.769,7.147,0.37,191.74,253.4068233,,,,,,
208.5,4.8,166.63,2.03,77.26,110.7,4.6,7.769,6.888,0.14,189.51,254.9220518,,,,,,
209,4.3,166.92,2.02,88.57,95.42,3.7,7.613,6.111,0.28,188.6,262.4227846,,,,,,
209.5,4.9,166.57,2.45,99.17,103.22,4.4,7.769,7.561,0.08,228.78,299.5265353,,,,,,
210,5.1,166.56,2.39,77.62,130.09,4.4,7.976,7.199,0.06,223.3,227.1400141,,,,,,
210.5,4.2,166.75,2.31,71.06,136.72,3.6,6.992,6.836,0.11,215.56,205.2057501,,,,,,
211,3.4,166.75,2.09,63.86,137.23,2.8,6.992,5.593,0.11,195.16,167.2540552,,,,,,
211.5,3,166.75,1.96,59.61,137.62,3,6.267,6.267,0.11,183.06,186.3734826,,,,,,
212,3.7,166.93,2.16,66.04,137.54,2.9,6.681,6.215,0.14,201.73,185.5830452,,,,,,
212.5,3.4,166.81,2.18,66.47,137.5,3.3,6.629,6.267,0.17,203.75,186.8537002,,,,,,
213,3.3,166.78,2.18,65.97,138.04,3.2,7.095,6.733,0.14,203.2,199.7129306,,,,,,
213.5,3.3,246.49,1.73,77.3,137.73,1.4,9.581,7.976,80,161.51,348.8716953,,,,,,
214,1.6,247.17,1.62,74.02,133.06,1.6,7.976,7.044,80.53,151.04,318.8936364,,,,,,
214.5,1.6,246.69,1.67,73.77,137.58,1.6,7.872,7.872,80.19,155.94,343.9151601,,,,,,
215,1.9,246.85,1.85,81.9,137.6,1.7,8.338,6.577,80.36,172.88,287.8484298,,,,,,
215.5,2,247.08,1.85,82.01,137.66,1.9,9.892,8.753,80.59,172.88,382.9380119,,,,,,
216,2.4,247.5,1.76,78.75,137.27,1.9,12.067,6.319,81.01,164.62,278.3088935,,,,,,
216.5,1.7,247.25,1.7,75.54,137.09,1.7,7.303,6.267,80.61,158.68,275.6671987,,,,,,
217,1.8,247.1,1.65,73.27,137.7,1.5,8.494,5.283,80.61,154.48,231.4541787,,,,,,
217.5,1.5,247.17,1.53,67.9,137.4,1.3,8.494,7.147,80.53,143.03,313.2909865,,,,,,
218,1.6,246.94,1.64,72.73,137.46,1.4,8.96,8.079,80.44,153.42,353.5962524,,,,,,
218.5,1.5,247.08,1.63,71.92,137.72,1.4,7.147,6.111,80.59,152.02,267.3016724,,,,,,
219,1.8,247.22,1.89,83.51,137.73,1.7,7.354,6.785,80.73,176.36,297.0142685,,,,,,
219.5,1.7,247.17,1.89,83.9,136.94,1.4,6.008,5.749,80.53,176.36,253.1650034,,,,,,
220,1.9,247.03,1.73,77.04,137.1,1.6,7.769,7.458,80.39,161.76,327.6634908,,,,,,
220.5,1.9,246.92,1.87,82.97,137.32,1.8,7.976,7.769,80.28,174.76,340.5810248,,,,,,
221,2,246.89,1.78,79,137.66,1.9,7.976,6.163,80.25,166.57,269.7902862,,,,,,
221.5,2,246.97,1.87,82.83,137.22,2,7.354,6.94,80.33,174.16,304.7126266,,,,,,
222,1.8,247.08,1.78,78.63,138.08,1.6,6.785,5.697,80.44,166.44,248.7953594,,,,,,
222.5,1.5,247,1.78,79,137.06,1.4,8.546,6.888,80.36,166.44,302.5111795,,,,,,
223,1.6,247.31,1.73,75.75,139.06,1.4,8.235,4.868,80.67,161.51,211.3352423,,,,,,
223.5,1.4,247.56,1.5,65.27,140.54,1.3,8.908,8.908,80.92,140.47,382.0907793,,,,,,
224,1.1,247.23,1.38,59.58,140.65,0.7,6.474,6.111,80.59,128.74,261.6544397,,,,,,
224.5,1.8,247.22,1.81,78.43,140.65,1.8,9.737,6.733,80.73,169,288.6511322,,,,,,
225,1.9,247.31,1.81,78.24,141.16,1.5,9.426,8.028,80.67,169,342.8939938,,,,,,
225.5,1.8,247.13,1.87,81.27,140.16,1.8,9.426,7.251,80.64,174.66,311.7402147,,,,,,
226,1.7,247.13,1.84,79.7,140.46,1.5,8.028,5.542,80.64,171.73,237.9635243,,,,,,
226.5,1.4,246.52,1.86,80.06,140.61,1.3,9.322,8.028,80.02,173.55,342.8126664,,,,,,
227,1.4,247.2,2.02,87.03,140.97,1.2,9.322,8.183,80.7,188.79,349.4833038,,,,,,
227.5,1.2,246.69,1.81,78.07,140.1,1.1,9.012,9.012,80.05,168.74,386.2665633,,,,,,
228,3.2,247.39,1.94,84.87,140.76,1.4,8.701,8.131,80.75,181.16,349.1952149,,,,,,
228.5,3.7,246.63,2.27,237.94,57.64,3.3,10.047,7.717,80.14,211.61,804.5266417,,,,,,
229,3.7,247.25,2.27,103.23,134.94,3.2,10.047,7.665,80.61,211.61,343.5364897,,,,,,
229.5,3.6,247.1,2.06,90.41,140.58,3.2,8.908,8.908,80.61,192.7,382.670523,,,,,,
230,3.1,246.71,2.14,93.02,140.78,2,9.478,6.888,80.22,199.69,295.2136944,,,,,,
230.5,3.4,246.68,1.78,77.59,141.02,3.2,8.442,8.131,80.19,165.73,347.6924777,,,,,,
231,3.1,246.82,1.78,75.98,143.79,2.4,7.095,6.267,80.47,165.73,263.3012538,,,,,,
231.5,3,246.97,1.69,72.44,143.94,2.9,7.717,7.044,80.33,158.01,295.5128001,,,,,,
232,3.4,247,1.81,77.76,143.67,2.9,8.546,7.51,80.36,169.02,315.8163829,,,,,,
232.5,3,246.83,1.85,79.21,143.81,2.9,7.872,7.665,80.33,173.11,321.4999265,,,,,,
233,3,247.23,1.66,70.34,145.26,2.3,8.235,5.956,80.44,154.56,248.1588086,,,,,,
233.5,2.5,247.23,1.75,72.79,147.2,2.5,5.956,5.956,80.59,162.95,244.6027304,,,,,,
234,2.5,246.89,1.38,57.88,147.15,2.4,7.665,7.406,80.39,128.97,303.4486785,,,,,,
238,3,246.51,1.51,270.32,33.59,3,7.251,7.251,80.02,140.56,1294.687092,,,,,,
238.5,2.3,246.74,1.11,91.42,73.88,2.3,6.267,6.267,80.25,103.52,509.938695,,,,,,
239,1.8,246.89,1.37,89.58,92.8,1.3,5.334,4.765,80.39,127.76,309.1084324,,,,,,
239.5,1.3,246.89,1.12,76.34,89.19,1.2,5.749,4.817,80.39,104.85,324.7545865,,,,,,
240,1.4,247.03,0.94,74.2,76.79,1.4,6.526,4.817,80.39,87.58,377.343841,,,,,,
240.5,3,246.97,1,80.12,76.58,1.2,5.231,4.817,80.33,93.22,379.2981583,,,,,,
242.5,3.5,175.26,1.24,59.73,91.57,3.1,6.06,4.609,8.91,115.49,216.5159772,,,,,,
243,3.7,166.63,2,79.75,104.53,3.5,5.801,5.438,0.14,186.61,212.9396868,,,,,,
243.5,3.3,166.74,1.88,73.46,106.64,3.2,5.645,5.231,0.25,175.42,200.7929649,,,,,,
244,5,166.98,2.72,106.27,106.96,3.4,7.82,7.769,0.34,253.83,297.8107478,,,,,,
244.5,4.5,166.92,2.72,108.93,103.92,3.7,7.82,6.785,0.28,253.83,267.6077075,,,,,,
245,4.3,175.69,2.22,91.55,106.52,2.5,7.613,4.713,9.05,206.99,191.5656398,,,,,,
245.5,2.8,166.75,1.5,59.17,105.94,2.8,5.645,5.645,0.25,140.16,217.6224316,,,,,,
246,5.2,166.75,2.78,108.59,106.92,4.8,8.494,7.769,0.25,259.49,297.6335637,,,,,,
246.5,5.1,166.77,2.72,109.28,103.86,4.2,9.892,7.095,0.28,253.82,280.0011938,,,,,,
247,5.3,166.84,2.53,102.52,103.24,4.6,7.406,6.37,0.2,235.83,253.4364771,,,,,,
247.5,4.4,166.66,2.26,88.99,106.08,4,6.474,5.645,0.17,210.87,218.2431191,,,,,,
248,5.4,166.78,2.85,111.55,106.72,4.5,8.753,7.665,0.14,265.92,294.4239628,,,,,,
248.5,5.1,166.67,2.84,111.35,106.38,3.4,7.769,5.645,0.17,265.24,218.0800074,,,,,,
249,2.6,246.97,1.38,80.15,105.76,1.6,21.027,7.147,80.33,129.2,407.1008175,,,,,,
249.5,2.2,246.44,1.52,83.03,111.75,2.2,9.685,8.183,79.94,142.27,439.7872064,,,,,,
250,2,247.2,1.52,81.31,114.33,1.5,8.597,7.095,80.7,142.27,373.9403542,,,,,,
250.5,1.5,246.86,1.04,55.62,114.38,1.3,7.406,6.267,80.22,97.36,329.5417396,,,,,,
251,1.9,247.31,1.27,68.07,114.42,1.8,6.163,5.231,80.67,118.9,275.8784765,,,,,,
251.5,2.5,246.89,1.46,77.88,114.39,2.1,6.836,6.474,80.25,135.85,341.038775,,,,,,
252,2.5,247.28,1.35,69.29,119.93,1.5,6.888,3.47,80.64,126.21,175.3958609,,,,,,
252.5,2.2,246.91,1.16,58.52,122.02,1.6,6.733,5.645,80.42,108.49,278.8996055,,,,,,
253,1.2,247.34,1.16,57.65,122.73,1,5.334,4.195,80.7,108.49,206.1461411,,,,,,
253.5,1.1,246.64,0.81,40.49,122.19,0.9,4.454,4.091,80.14,75.76,201.3033095,,,,,,
254,0.6,246.79,0.63,31.14,121.99,0.4,7.458,5.749,80.3,58.44,282.9332507,,,,,,
254.5,0.5,247.27,0.73,35.85,122.58,0.4,7.303,4.972,80.78,67.69,243.9785694,,,,,,
255,0.5,247.42,0.7,34.7,122.54,0.2,4.972,4.402,80.78,65.45,216.2425083,,,,,,
255.5,0.4,247.14,0.67,33.31,122.38,0.3,5.231,3.211,80.5,62.9,157.7848688,,,,,,
256,0.6,247.2,0.71,35.3,122.2,0.5,5.231,2.952,80.7,66.35,145.4516055,,,,,,
256.5,1.1,247.42,0.63,31.22,124.63,0.2,4.713,1.968,80.92,59.1,95.60878239,,,,,,
257,4.5,247.03,2.55,121.23,129.23,1.9,9.426,4.609,80.53,238.01,216.8785768,,,,,,
257.5,3.4,246.4,1.87,87.92,130.32,3.2,11.601,9.219,80.05,174.34,425.6107438,,,,,,
258,3.3,247.28,2.22,104.4,130.23,2.2,10.565,6.111,80.64,207.08,283.9816927,,,,,,
258.5,2.3,247.87,1.5,70.89,129.73,2.1,9.996,9.271,81.23,139.67,431.790976,,,,,,
259,2.2,247.53,1.28,60.82,129.89,1.8,9.012,8.701,80.89,119.84,404.2189388,,,,,,
259.5,1.8,247.34,1.24,58.4,129.84,1.7,6.526,5.801,80.7,115.52,269.6025725,,,,,,
260,1.6,247.23,1.07,50.61,129.74,1.2,7.613,5.645,80.59,100.03,262.3417292,,,,,,
260.5,1.8,247.45,1.23,58.17,129.65,0.9,3.884,3.522,80.81,114.83,164.4439686,,,,,,
261,1.8,247.06,0.82,38.99,130.46,0.6,5.904,4.35,80.56,76.81,201.2644794,,,,,,
261.5,1.3,246.57,0.81,38.35,129.94,0.7,7.147,4.35,80.08,76.01,201.3576505,,,,,,
262,3.3,247.05,1.92,88.64,133.19,3.2,8.701,6.319,80.56,179.32,286.8379455,,,,,,
262.5,1.8,246.85,1.46,62.82,141.92,1.4,5.438,5.076,80.36,136.28,215.6324774,,,,,,
263,3.7,246.88,2.25,95.04,145.33,2,8.338,5.024,80.39,209.71,209.6797248,,,,,,
263.5,4.4,246.77,2.68,113.43,144.95,4.4,10.98,9.633,80.28,249.77,401.2010803,,,,,,
264,1.9,246.96,1.25,53.11,144.79,1.6,5.801,4.299,80.47,116.95,179.3407103,,,,,,
264.5,2.1,246.74,1.65,69.42,144.91,2,6.836,6.215,80.25,153.68,258.4189421,,,,,,
265,2,247.22,1.43,60.73,144.84,1.1,6.836,4.661,80.73,133.88,194.540887,,,,,,
265.5,1.7,246.96,1.29,54.26,145.69,1.2,4.506,3.988,80.61,120.59,165.3034542,,,,,,
266,1.1,246.57,1.31,54.74,145.11,0.6,5.179,4.506,80.08,122.24,186.7067531,,,,,,
266.5,0.8,246.65,0.97,40.57,145.53,0.8,5.334,4.299,80.3,90.84,177.5140972,,,,,,
267,0.9,247.03,0.76,31.95,145.66,0.1,5.334,3.366,80.53,71.12,139.2490623,,,,,,
267.5,0.5,247.68,0.89,49.66,108.22,0.2,4.195,3.781,81.04,82.85,210.5432849,,,,,,
268,0.9,247.28,0.73,44.25,100.74,0.3,7.769,2.02,80.78,68.39,121.0251094,,,,,,
268.5,0.9,247.34,0.63,37.3,103.69,0.1,7.769,5.542,80.7,59.17,321.7299407,,,,,,
274.5,1.5,176.05,0.33,19.14,76.5,1.4,5.076,3.625,9.41,30.38,203.6126263,,,,,,
275,2.3,167.4,0.6,33.33,76.45,1.7,5.127,4.04,0.76,55.94,216.3646796,,,,,,
275.5,3,167.01,1.23,67.01,76.53,2.3,5.283,5.283,0.37,114.66,281.9816474,,,,,,
276,3.6,166.71,1.23,67.35,76.43,2.3,5.593,3.936,0.22,114.66,210.8502973,,,,,,
276.5,2.2,166.52,0.77,41.85,76.54,2,4.143,3.988,0.17,71.47,212.1713134,,,,,,
277,2.1,246.92,0.63,42.93,91.12,2,21.856,7.976,80.28,59,526.4086437,,,,,,
277.5,2.2,247.14,0.65,34.49,118.44,2,6.992,5.542,80.5,60.97,282.3281241,,,,,,
278,2.4,247.39,0.81,41.59,122.2,2,7.717,5.283,80.75,76.07,261.3474695,,,,,,
278.5,2.4,247.56,0.94,47.76,122.46,1.1,7.044,4.247,80.92,87.92,210.0942258,,,,,,
279,2.8,247.11,0.91,46.54,122.14,1,8.183,5.542,80.61,85.05,274.1588771,,,,,,
279.5,2.9,247.39,0.63,32.94,122.53,2.2,9.892,5.852,80.75,59.22,288.8711738,,,,,,
280,2.2,247.93,0.72,36.98,122.26,0.2,7.51,3.107,81.29,67.44,154.4585063,,,,,,
280.5,2.1,247.05,0.59,30.35,122.61,2.1,6.94,5.645,80.56,55.36,277.6576235,,,,,,
281,2.1,247.09,0.62,30.97,124.79,0.1,7.199,3.781,80.59,57.54,183.2022469,,,,,,
281.5,3.5,247.25,1.1,51.7,133.74,2.8,8.649,6.526,80.61,102.87,295.3154076,,,,,,
282,4.4,247.23,1.53,69.82,137.47,3.5,10.876,9.374,80.59,143.25,412.3403195,,,,,,
282.5,3,246.79,1.18,53.65,137.06,3,6.836,6.163,80.3,110.45,271.4927987,,,,,,
283,2.9,246.93,0.98,44.48,137.21,2.1,6.785,6.215,80.44,91.08,273.5611563,,,,,,
283.5,2,247.16,0.95,42.92,137.48,2,7.354,5.956,80.81,89.05,261.394557,,,,,,
284,1.9,247.08,0.89,39.99,137.43,1.8,7.044,6.37,80.59,82.92,279.4290875,,,,,,
284.5,1.9,246.82,0.89,39.92,137.56,1.7,6.526,3.884,80.33,82.92,170.5071052,,,,,,
285,1.7,247.48,0.6,27.5,137.48,1.1,5.283,3.004,80.84,56.41,132.4453404,,,,,,
285.5,1.8,247.39,0.75,33.91,137.91,1.6,7.51,3.159,80.75,70.2,138.8061704,,,,,,
286,1.8,247.08,0.59,25.88,143.55,1.4,7.406,6.733,80.44,55.24,282.6787839,,,,,,
286.5,1.9,246.83,0.57,24.63,145.3,1.7,7.303,6.681,80.19,53,276.923622,,,,,,
287,2.6,247,0.26,12.18,148.76,1.1,7.924,6.267,80.36,24.39,254.4386934,,,,,,
287.5,2.7,246.55,0.92,37.23,154.34,2.4,7.769,7.095,79.91,85.46,277.0517658,,,,,,
288,3.2,247.2,1.22,48.69,157.46,0.7,7.095,3.988,80.56,114.24,154.1233808,,,,,,
288.5,0.4,247.65,0.12,4.95,157.34,0.2,5.956,2.382,81.01,11.47,91.33633982,,,,,,
289,1.3,247.23,0.46,18.32,158.41,0.8,8.701,4.609,80.59,43.09,175.5744168,,,,,,
289.5,1.8,247.14,0.24,10.13,157.9,1.8,5.749,4.04,80.5,22.09,154.7552436,,,,,,
290,1.6,246.97,0.01,1.24,157.52,0.3,7.251,5.076,80.33,0.55,194.3544432,,,,,,
290.5,1.6,247.64,0.35,14.45,157.75,0.3,8.338,7.251,81.15,32.89,277.5494038,,,,,,
291,0.9,248.15,0.16,6.54,159.92,0.3,8.338,4.609,81.51,14.78,174.3145702,,,,,,
291.5,2.5,247.36,0.98,38.56,160.05,0.4,7.924,4.506,80.87,91.95,170.7684167,,,,,,
292,2.5,247.16,0.98,38.5,160.19,0.5,7.924,2.331,80.67,91.95,88.95565606,,,,,,
292.5,0.6,246.74,0.3,11.67,160.13,0.4,4.868,4.506,80.25,28.16,169.0593277,,,,,,
293,0.6,247.97,0.36,13.76,160.54,0.5,6.888,3.056,81.48,33.29,115.0558607,,,,,,
293.5,1.8,247.75,0.86,33.66,159.79,1,7.51,7.51,81.26,80.6,284.0225182,,,,,,
294,3.1,246.91,1.19,46.42,160.51,1.8,7.82,5.334,80.42,111.07,201.2995615,,,,,,
294.5,4.4,246.77,1.84,70.32,163.5,4.1,8.649,8.131,80.42,171.97,300.9181943,,,,,,
295,6.1,247.69,2.18,82.31,167.29,4.2,9.115,8.649,81.2,203.64,314.9623069,,,,,,
295.5,4.1,246.8,1.76,68.51,160.18,3.7,7.044,6.785,80.3,164.43,256.5584288,,,,,,
296,4.7,247,1.2,105,70.69,0.3,9.581,3.936,80.36,112.22,337.0829887,,,,,,
296.5,4.8,247,2.08,176.05,72.03,4.6,10.824,10.099,80.36,193.9,844.3528892,,,,,,
297,4.3,247.13,1.79,143.45,76.34,4.2,10.099,8.287,80.64,167.07,654.4607258,,,,,,
297.5,4.1,246.79,1.47,117.43,76.99,3.7,9.426,8.649,80.44,137.68,676.1215729,,,,,,
298,3.6,246.97,1.4,111.52,77,2.7,9.53,8.701,80.33,130.89,680.2625462,,,,,,
298.5,2.9,246.93,0.9,71.91,76.69,2.9,9.167,8.131,80.44,83.64,637.8735361,,,,,,
299,4.7,176.53,1.47,94.92,68.46,4.3,6.629,6.577,10.03,137.04,414.9711017,,,,,,
299.5,4.8,166.75,1.47,81.36,76.25,4.4,7.199,6.267,0.11,137.65,335.9849502,,,,,,
300,5.2,166.6,1.64,90.43,76.19,4.6,7.044,6.785,0.11,153.15,363.729329,,,,,,
300.5,5.2,166.71,1.8,98.74,76.2,4.8,8.079,6.681,0.22,167.67,358.3922071,,,,,,
301,4.2,167.45,1.25,69.06,76.43,3.5,5.697,5.386,0.81,116.48,289.3275663,,,,,,
301.5,5.1,166.63,1.52,82.72,77.28,3.6,6.992,5.593,0.14,141.69,296.2048878,,,,,,
302,5.4,169.69,1.55,73.77,90.87,4.8,8.338,7.199,3.2,144.8,330.0136179,,,,,,
302.5,5.8,166.55,1.84,85.22,91.32,5.8,8.39,7.561,0.2,171.85,338.6742577,,,,,,
303,7.1,166.86,2.22,109.33,85.87,5.5,9.84,7.872,0.22,207.35,376.1038694,,,,,,
303.5,5.1,166.9,1.66,77.47,90.82,5,7.095,6.785,0.11,155.27,306.1303594,,,,,,
304,6.1,166.72,1.81,82.29,93.72,5.4,7.976,7.561,0.08,169.45,330.6190426,,,,,,
304.5,6.1,166.55,1.84,79.09,98.88,5.9,7.924,7.924,0.06,171.66,328.1128283,,,,,,
305,6.7,166.63,1.89,81.28,99.14,6.1,9.271,7.354,0.14,176.16,304.5219932,,,,,,
305.5,6.7,167.45,2.46,104.62,99.72,6.4,10.514,9.426,0.96,229.73,388.7729052,,,,,,
306,6.1,166.77,2.07,82.84,106.33,6,8.442,7.458,0.28,193.53,288.0355099,,,,,,
306.5,6.1,246.52,1.84,106.91,106.81,5.9,18.8,18.334,79.88,171.59,1031.862988,,,,,,
307,5.3,246.88,1.74,88.38,122.75,5.1,10.773,8.753,80.39,162.48,431.0375776,,,,,,
307.5,4.9,246.8,1.55,66.58,146.31,4.8,10.876,10.876,80.16,144.63,448.7902584,,,,,,
308,5.3,247.05,1.99,81.3,152.98,4.7,11.549,8.96,80.56,185.49,354.8807873,,,,,,
308.5,4.6,246.88,1.4,58.01,152.91,4.4,9.581,9.374,80.39,131.15,370.5962303,,,,,,
309,6.4,246.83,1.97,81.35,152.72,4.7,10.514,9.322,80.33,183.82,370.06248,,,,,,
309.5,6.9,247.09,2.38,98.02,152.7,6.4,11.86,11.394,80.59,222.45,452.2631396,,,,,,
310,6.5,246.94,2.03,84.71,151.33,6,12.067,11.031,80.44,189.84,441.4007591,,,,,,
310.5,7.1,246.8,2,83.87,150.73,6,11.86,9.84,80.16,186.32,395.9038152,,,,,,
311,6.6,247.34,2.04,85.54,150.96,5.4,11.808,10.306,80.7,190.85,414.3954649,,,,,,
311.5,6.8,247.76,2.44,101.99,150.11,6.6,14.139,10.928,81.12,227.46,442.4861249,,,,,,
312,5.6,246.96,1.66,73.32,142.4,5.2,11.187,10.099,80.47,154.63,429.040301,,,,,,
312.5,6.3,247.05,2.06,85.85,151.2,6,10.047,9.944,80.56,192.56,398.7113102,,,,,,
313,6.3,247.02,1.95,80.98,152.02,6.1,9.996,9.271,80.53,182.11,369.9668483,,,,,,
313.5,6.3,246.97,2.18,89.82,152.2,3.4,9.271,7.976,80.47,203.3,318.3982873,,,,,,
314,6.9,246.57,2.18,90.22,152.4,6.5,13.207,11.912,80.22,203.94,472.5677327,,,,,,
314.5,3.8,246.85,0.8,34.69,149.15,3.4,6.733,6.111,80.5,74.97,248.110015,,,,,,
315,3.1,246.96,0.62,26.47,151.8,3.1,7.303,6.111,80.47,57.89,243.4901689,,,,,,
315.5,3.1,246.77,0.61,26.06,152.46,2.9,6.474,6.008,80.42,57.23,238.2035144,,,,,,
316,3.3,247.05,0.95,38.77,155.68,3.1,7.354,6.733,80.56,88.83,261.6626808,,,,,,
316.5,3.1,246.89,0.84,33.76,159.26,3.1,7.095,6.267,80.25,78.84,237.9827179,,,,,,
317,3.4,246.77,0.84,33.53,160.19,2.2,8.649,5.076,80.28,78.28,192.1184309,,,,,,
317.5,2.8,246.66,0.35,15.25,155.07,2.7,5.904,5.386,80.16,32.58,209.8965397,,,,,,
318,4.2,246.86,0.99,47.4,132.93,2.9,7.976,5.697,80.22,92.6,259.6778065,,,,,,
318.5,4.4,246.79,0.98,50.61,122.36,4.3,8.753,8.235,80.59,91.13,406.2928888,,,,,,
323,3.5,247,0.67,34.92,122.25,2.7,7.199,5.852,80.5,62.21,289.4510256,,,,,,
323.5,3.4,247.11,0.79,40.97,122.21,2.7,6.785,6.785,80.47,73.79,335.444232,,,,,,
324,2.1,246.78,0.43,22.31,122.31,1.8,5.386,4.091,80.28,39.96,201.8522076,,,,,,
324.5,3.9,246.69,2.07,104.23,121.93,2.5,9.322,5.231,80.05,193.3,259.5780453,,,,,,
325,3.7,247.24,2.11,174.58,73.46,1.8,8.183,4.402,80.75,196.67,362.2729885,,,,,,
325.5,1.7,246.97,1.51,120.46,75.7,0.9,4.868,4.506,80.33,140.63,358.2143744,,,,,,
326,2.2,246.83,1.26,100.2,76.57,1.1,6.319,4.92,80.33,117.8,386.6873386,,,,,,
326.5,1.9,246.86,1.13,89.64,76.63,1.5,5.179,5.024,80.22,105.5,394.3890062,,,,,,
327,4.3,247.37,2.18,173.03,76.83,3.6,10.514,8.701,80.73,203.29,683.3055986,,,,,,
327.5,2,247.01,0.52,41.55,77.96,1,5.386,4.299,80.22,48.87,332.1659059,,,,,,
328,3.2,246.93,0.74,41.18,113.81,2.4,7.872,7.147,80.44,69.35,378.7461434,,,,,,
328.5,5.8,246.77,2.06,105.06,122.09,4.6,11.342,8.856,80.28,192.79,438.5317135,,,,,,
329,6.5,246.77,3.02,153.01,121.54,5.8,12.844,11.031,80.28,281.83,548.2268001,,,,,,
329.5,6.6,246.74,2.68,142.13,116.33,6.5,14.605,13.517,80.39,249.96,700.6792367,,,,,,
330,6.7,246.77,2.37,126.27,116.24,6.6,14.035,12.223,80.28,220.92,634.6403658,,,,,,
330.5,5.7,247.08,0.77,43.73,115.23,4.3,11.031,9.478,80.59,71.92,497.338009,,,,,,
331,5.2,246.75,0.25,16.39,116.13,3.5,9.944,8.079,80.25,23.7,420.3107109,,,,,,
331.5,3.7,246.85,0.13,9.08,119.63,3.6,8.338,7.147,80.36,12.55,360.6183928,,,,,,
332,4.6,247.11,1.39,67.29,129.45,3.8,9.53,9.167,80.47,129.61,428.0299397,,,,,,
332.5,4.6,246.65,1.27,61.4,130.52,4.5,10.773,9.685,80.16,118.96,447.548124,,,,,,
333,3.9,246.86,0.97,44.81,136.88,3.5,11.757,8.649,80.36,90.24,381.402399,,,,,,
333.5,5,246.72,2.1,94.55,137.68,3.3,11.912,7.613,80.22,195.99,334.5812177,,,,,,
334,5,247,2.13,95.99,137.56,3.7,14.916,10.203,80.5,198.68,448.2252971,,,,,,
334.5,3.5,247.2,1.59,71.58,137.64,3,10.876,7.769,80.56,148.44,341.1870796,,,,,,
335,4.6,246.85,2.37,106.25,137.65,3.9,13.362,10.98,80.36,221.45,481.2783888,,,,,,
335.5,5.9,246.91,2.14,97.25,137.16,4.4,13.155,9.219,80.42,199.66,406.9103784,,,,,,
336,6,246.88,2.43,109.69,137.85,3.1,13.673,8.908,80.39,227.24,391.3752449,,,,,,
336.5,3.6,246.63,0.68,31.6,138.99,3.5,7.82,7.82,80.14,63.51,339.3876933,,,,,,
337,4.4,246.92,1.12,49.11,145.01,3.9,9.633,7.924,80.28,104.56,330.5752327,,,,,,
337.5,5,247.13,1.18,52.06,145.15,5,10.099,9.685,80.64,110.37,403.7625874,,,,,,
338,4.8,246.6,1.49,64.61,145.14,4.7,9.996,9.737,80.25,139.28,404.9438323,,,,,,
338.5,4.3,246.57,1.38,59.5,145.34,4.3,9.788,9.53,80.08,128.63,395.5015411,,,,,,
339,6.7,246.82,2.79,114.11,152.1,4.3,19.939,9.167,80.33,260.21,365.6309126,,,,,,
339.5,7.1,247.03,2.79,114.12,152.56,6.7,19.939,14.346,80.53,260.21,568.8142657,,,,,,
340,5.9,246.92,1.79,79.92,140.65,4.5,14.45,10.41,80.42,166.8,447.7035591,,,,,,
340.5,4,247.08,1.19,49.26,152.22,3.9,10.41,9.219,80.44,110.65,366.0649216,,,,,,
341,5.2,247.16,1.87,77.01,152.55,4.1,12.223,9.115,80.67,174.86,362.0664653,,,,,,
341.5,6.4,247.17,2.87,116.66,152.84,6.2,15.175,14.709,80.53,267.61,581.9249718,,,,,,
342,6.6,247.56,2.39,95.27,157.52,5.8,15.796,12.896,81.06,222.76,496.5403442,,,,,,
342.5,6.6,247.1,2.46,96.9,159.11,6.5,15.019,15.019,80.61,229.46,570.8304723,,,,,,
343,8.1,247.33,2.15,86.26,159.18,5.1,14.139,9.737,80.98,200.7,372.6647891,,,,,,
343.5,8.7,247.38,2.91,118.14,155.01,8.4,20.768,19.059,80.89,271.25,744.4409585,,,,,,
344,7.6,246.91,2.65,186.25,87.48,5,15.175,13.258,80.42,247.06,913.9074764,,,,,,
