MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
386.5,6.6,279.46632,3.945544763,192.1410333,142.51,6.5,15.382,12.119,81.01,368.37,581.5334875,,,,,,
387,7.2,279.3824,3.931192265,192.7840427,141.75,6.9,17.712,14.605,80.78,367.03,703.868953,,,,,,
387.5,7.2,279.99632,3.439030086,238.2931387,100.08,6.7,16.003,13.569,81.54,321.08,926.804148,,,,,,
388,8,279.19572,3.169331638,217.874349,101.01,7.1,18.541,14.087,80.59,295.9,950.9891539,,,,,,
388.5,6.6,278.78798,2.701268804,189.6651936,98.63,6.2,15.226,15.226,80.33,252.2,1049.729913,,,,,,
389,7.2,279.15632,3.296683288,181.8635675,126.09,6.9,16.573,15.019,80.7,307.79,812.3532405,,,,,,
389.5,6.2,278.88406,2.495192627,139.7372121,124.47,5.6,14.398,11.86,80.28,232.96,649.4852446,,,,,,
390,5.3,278.87632,1.839797551,87.80380284,147.59,4.8,13.051,10.669,80.42,171.77,493.1012684,,,,,,
390.5,4.6,279.29632,1.532289909,71.06551544,152.54,4.4,12.119,12.119,80.84,143.06,541.9779938,,,,,,
391,5.5,278.9924,2.315036635,106.2254396,152.71,4.7,12.326,10.876,80.39,216.14,486.1918806,,,,,,
391.5,6.3,278.7319,2.960791973,135.2864529,152.69,6.3,14.346,12.326,80.42,276.43,550.6144575,,,,,,
392,7,279.18632,3.172330668,145.7560252,152.24,6.9,15.641,12.844,80.73,296.18,576.6441306,,,,,,
392.5,7.1,279.06632,3.205748426,162.3782478,137.65,7,17.35,17.35,80.61,299.3,859.01902,,,,,,
393,7.1,279.44406,3.204463128,174.8827405,127.67,3.6,16.211,8.96,80.84,299.18,480.9307586,,,,,,
393.5,6.5,278.98632,3.106994666,152.404859,142,3.5,11.549,10.462,80.53,290.08,503.4599396,,,,,,
394,4.4,279.04632,3.106994666,142.1027607,151.18,3.5,9.892,9.167,80.59,290.08,413.842198,,,,,,
394.5,6.7,278.59024,3.719439353,170.23051,151.65,6.6,14.242,13.207,80.28,347.26,593.654787,,,,,,
395,6.5,279.02406,3.549244423,163.5435856,150.9,6,14.76,12.896,80.42,331.37,583.4098745,,,,,,
395.5,5.7,278.5619,3.025164001,139.9301848,150.17,5.7,11.239,11.187,80.25,282.44,507.7406704,,,,,,
396,6.3,278.9913,3.014774505,138.1652028,152.28,5.6,14.657,12.43,80.53,281.47,557.2252186,,,,,,
396.5,6.3,278.8419,3.05676092,139.2858312,153.04,5.4,11.964,11.031,80.53,285.39,492.2576522,,,,,,
397,5.3,278.81356,2.85743256,130.1327512,152.66,5,12.119,11.239,80.5,266.78,502.020254,,,,,,
397.5,5,278.5919,2.85743256,129.9919165,152.48,4.9,12.948,11.187,80.28,266.78,499.7143114,,,,,,
398,4.8,278.84356,2.620723438,119.3875497,152.58,4.6,10.514,10.41,80.53,244.68,465.213707,,,,,,
398.5,4.7,278.3119,2.607977562,118.0174286,153.27,4.7,12.119,10.669,80,243.49,473.6180045,,,,,,
399,5.4,279.04632,2.864394593,130.5193621,152.77,4.6,12.015,9.426,80.59,267.43,421.6889672,,,,,,
399.5,6,278.98632,3.372301677,153.257854,152.92,5.9,14.605,13.466,80.53,314.85,600.6276363,,,,,,
400,7.6,279.2319,4.349235569,198.3201515,152.46,7.2,16.573,13.569,80.92,406.06,608.5494247,,,,,,
400.5,5.9,279.49632,3.837258373,224.4794203,118.03,5.9,17.35,15.589,81.04,358.26,900.5369096,,,,,,
401,6.4,279.49632,3.837579698,179.0791683,148.87,5.5,12.585,10.824,81.04,358.29,497.734597,,,,,,
401.5,6.3,278.9019,3.520753642,161.4212448,151.52,5.2,13.517,13.517,80.59,328.71,608.4301434,,,,,,
402,6.2,279.24406,4.121630644,187.4727335,152.33,5.5,15.693,11.653,80.64,384.81,522.8782145,,,,,,
402.5,6.4,278.8719,4.541280572,205.9124543,152.41,5.5,14.45,13.621,80.56,423.99,609.5219988,,,,,,
403,5.7,279.1219,3.273440808,153.3194973,148.26,5.4,14.864,9.219,80.81,305.62,425.2515061,,,,,,
403.5,6.4,279.0419,3.600763468,164.0554006,152.55,6.4,13.88,13.88,80.73,336.18,620.8445454,,,,,,
404,6.1,279.23632,3.618222104,164.3223886,152.96,4.7,13.31,8.753,80.78,337.81,392.0487991,,,,,,
404.5,6.1,279.37632,3.618222104,164.7605032,152.62,5.1,13.31,11.757,80.92,337.81,526.6992238,,,,,,
405,7.1,279.71632,4.452487874,202.215751,153.02,5.3,17.661,11.757,81.26,415.7,526.5990823,,,,,,
405.5,7.2,279.8819,4.579089766,214.2429841,148.48,6.7,21.856,20.872,81.57,427.52,960.3536118,,,,,,
406,6.8,279.74632,4.298144958,234.6662289,126.8,6.5,19.888,11.964,81.29,401.29,645.5352885,,,,,,
406.5,6.2,279.1219,3.97789144,189.4846546,145.36,5.5,13.258,12.171,80.81,371.39,571.6888189,,,,,,
407,5.3,278.6419,3.487978533,158.3089625,152.37,5.1,14.502,12.171,80.33,325.65,544.0674913,,,,,,
407.5,6.4,279.15632,4.874387074,220.1465879,152.97,5.8,12.999,12.844,80.7,455.09,573.4730245,,,,,,
408,6,279.0619,3.629040032,166.3816831,151.32,5.4,13.362,12.326,80.75,338.82,556.0269382,,,,,,
408.5,5.3,278.75748,3.036089037,138.5996,152.02,4.8,12.119,9.581,80.59,283.46,430.1591364,,,,,,
409,5.4,279.19572,3.405076786,154.7414827,152.62,4.7,12.482,9.167,80.59,317.91,410.8137107,,,,,,
409.5,4.6,278.7819,3.246770867,147.0243645,152.58,4.6,10.462,9.944,80.47,303.13,444.3003501,,,,,,
410,4.6,278.84798,3.19482339,143.9663184,153.43,4.5,11.808,9.478,80.39,298.28,421.3840344,,,,,,
410.5,5.1,279.04024,3.512399203,158.4312078,153.41,5,13.466,10.876,80.73,327.93,483.818891,,,,,,
411,7.5,279.65632,4.689946753,213.3781218,152.72,5,12.171,9.737,81.2,437.87,437.9029209,,,,,,
411.5,4.7,278.7019,3.531143138,363.4728291,66.32,4.2,10.824,10.306,80.39,329.68,1055.133756,,,,,,
412,5,278.9519,4.337667884,325.586761,91.17,4.8,12.533,9.996,80.64,404.98,746.1811849,,,,,,
412.5,4.1,278.8419,3.518718586,262.3597516,91.76,4.1,10.358,10.255,80.53,328.52,759.6644439,,,,,,
413,4.5,278.73466,3.067257523,228.6795776,91.97,3.4,11.705,10.617,80.28,286.37,784.5513668,,,,,,
413.5,5.9,278.92798,4.552634041,340.9586771,91.48,5.4,13.569,12.585,80.47,425.05,935.9451874,,,,,,
414,5.7,279.18632,4.099137922,306.4619943,91.8,4.5,14.502,10.255,80.73,382.71,761.2804097,,,,,,
414.5,6,278.95632,4.208495394,315.5619473,91.48,2.7,13.155,6.94,80.5,392.92,517.9149686,,,,,,
415,6.8,278.9819,3.698874579,279.9059832,90.96,3.1,11.498,8.287,80.67,345.34,621.774072,,,,,,
415.5,7,279.0919,4.853393867,367.4371055,90.65,6.4,14.968,14.242,80.78,453.13,1069.665281,,,,,,
416,6.6,278.7819,4.716830912,277.9834893,116.67,5.5,12.896,10.462,80.47,440.38,611.4912141,,,,,,
416.5,5.7,278.5019,3.564560896,175.6977637,140.14,5.4,11.912,11.031,80.19,332.8,536.174534,,,,,,
417,5.7,278.67024,3.820013953,173.1077725,152.57,4.9,12.378,9.996,80.36,356.65,447.1550288,,,,,,
417.5,4.6,278.4219,3.517540396,157.9878655,153.42,4.4,9.115,8.701,80.11,328.41,386.5155606,,,,,,
418,4.8,278.78632,3.472876277,156.3854976,153.38,4.7,9.581,9.115,80.33,324.24,405.5252554,,,,,,
418.5,4.5,278.87632,3.328173099,151.0031788,152.19,4.4,9.633,9.633,80.42,310.73,431.6734383,,,,,,
419,7.6,279.2019,5.068360024,230.2782529,152.47,6.4,14.242,13.258,80.89,473.2,594.6095551,,,,,,
419.5,6.4,279.01632,4.268047554,230.3649598,127.83,5.7,13.258,11.912,80.56,398.48,635.6984617,,,,,,
420,6.7,278.7819,4.104921765,187.863118,151.4,5,11.601,10.824,80.47,383.25,488.4334445,,,,,,
420.5,5.9,278.7019,4.105028873,186.2967202,152.24,5.8,14.398,11.601,80.39,383.26,519.674589,,,,,,
421,6.1,278.75748,4.046226471,183.6312471,152.42,5.9,12.378,10.928,80.59,377.77,489.3926453,,,,,,
421.5,5.3,278.87798,3.631824846,164.7303788,152.47,5.2,11.498,9.374,80.42,339.08,419.8853101,,,,,,
422,5.6,279.04632,3.912555438,177.2031005,152.73,5.2,11.498,10.669,80.59,365.29,477.0971663,,,,,,
422.5,6.1,278.6419,4.273510072,193.0550416,152.9,6,13.051,12.482,80.33,398.99,556.4675856,,,,,,
423,6.4,278.67798,4.409430378,199.3641202,152.84,6.1,13.051,12.067,80.22,411.68,538.5629034,,,,,,
423.5,6.7,278.72748,4.350842192,197.6761759,152.3,6.5,13.88,13.155,80.56,406.21,589.1163628,,,,,,
424,6.9,278.70466,4.913695783,225.4516816,150.48,6.5,17.557,13.103,80.25,458.76,593.9284901,,,,,,
424.5,7,278.98798,4.766850441,219.5401888,150.19,6.9,19.111,16.211,80.53,445.05,735.9871266,,,,,,
425,7.3,278.8719,4.350413759,236.9449025,126.86,6.3,13.776,11.808,80.56,406.17,635.2134769,,,,,,
425.5,5,278.7019,3.576449906,177.5838703,138.83,4.9,9.737,8.597,80.39,333.91,422.4369762,,,,,,
426,5.5,278.67024,3.776635132,169.5867154,153.92,5,10.462,10.255,80.36,352.6,454.5301455,,,,,,
426.5,6,278.5319,4.019449421,181.0014134,153.48,5.6,13.258,10.669,80.22,375.27,474.1671098,,,,,,
427,6.4,278.9019,4.83175801,219.101782,152.23,5.9,14.087,13.258,80.59,451.11,594.1463326,,,,,,
427.5,7.5,279.4319,4.565058592,211.7253201,149.72,7.5,15.226,12.999,81.12,426.21,594.1311034,,,,,,
428,7.7,279.34632,5.251086613,270.410576,134.2,7,18.593,15.226,80.89,490.26,774.8363613,,,,,,
428.5,8,279.6319,5.451486055,371.8731,100.96,7.7,16.003,14.968,81.32,508.97,1012.216543,,,,,,
429,7.6,279.57356,5.076821572,439.2423883,79.37,5.7,18.23,11.601,81.26,473.99,997.5367644,,,,,,
429.5,3.9,278.5919,3.261551798,177.672818,125.99,1.8,10.824,6.94,80.28,304.51,375.2763764,,,,,,
430,2.1,279.01632,2.352096072,105.7716055,152.65,1.9,6.94,5.49,80.56,219.6,245.10979,,,,,,
430.5,2.3,279.49572,1.886068294,85.26015527,152.81,1.8,5.49,4.92,80.89,176.09,220.0716405,,,,,,
431,7.9,280.19632,4.558739208,207.6018265,153.16,2.2,15.641,8.235,81.74,425.62,370.9901771,,,,,,
431.5,8.1,280.19024,4.547385739,350.7770894,89.55,8,15.175,14.035,81.88,424.56,1071.95454,,,,,,
432,7.6,279.1219,5.171291004,480.8597903,73.66,7.1,18.023,16.832,80.81,482.81,1554.317309,,,,,,
432.5,7.4,279.04632,4.635107355,482.069346,65.82,5.4,18.023,9.53,80.59,432.75,986.2187982,,,,,,
433,7.1,279.40632,5.144621062,278.2915996,127.54,5.1,15.589,10.358,80.95,480.32,555.755708,,,,,,
433.5,7.9,279.26798,4.767814415,278.5195302,118.26,7.3,19.836,14.294,80.81,445.14,825.0319221,,,,,,
434,7,278.8419,3.959361721,276.7218456,98.5,4.7,14.657,11.549,80.53,369.66,798.68589,,,,,,
434.5,7.6,278.84632,4.446918248,219.7638617,140.14,4.7,14.45,10.928,80.39,415.18,533.0549278,,,,,,
435,7.6,279.18632,5.379937778,263.1180286,141.26,6.5,17.609,11.705,80.73,502.29,566.8128883,,,,,,
435.5,7.5,278.8419,4.500258131,279.5818039,110.92,6.5,14.087,11.498,80.53,420.16,706.9515722,,,,,,
436,7.6,279.2919,4.311961916,246.058572,121.27,6.3,16.262,14.45,80.98,402.58,813.285171,,,,,,
436.5,6.5,278.5319,3.954541852,228.3508673,119.33,6.5,15.952,11.757,80.22,369.21,670.7909406,,,,,,
437,5.8,278.64632,3.407754491,160.8291169,146.78,5,11.135,10.721,80.19,318.16,498.1119898,,,,,,
437.5,6.7,278.8719,4.755175647,215.7071816,152.34,5.8,14.45,12.585,80.56,443.96,563.9166135,,,,,,
438,5.8,278.8719,4.000598378,182.3313161,151.7,5.3,12.741,9.581,80.56,373.51,431.5509983,,,,,,
438.5,6,278.49748,3.866177587,178.0142888,150.14,5.6,12.171,10.255,80.33,360.96,465.9154268,,,,,,
439,6.5,278.6719,4.349985327,197.5112182,152.27,6.1,14.502,12.585,80.36,406.13,563.6459388,,,,,,
439.5,6.7,278.53024,4.134483628,189.3242072,151.15,6.2,14.139,12.378,80.22,386.01,558.365033,,,,,,
440,5.6,278.7819,4.134483628,189.3864764,150.67,3.2,12.689,2.072,80.47,386.01,96.67660004,,,,,,
440.5,3.5,278.6119,3.92969275,297.4874659,90.08,3.3,8.028,7.924,80.3,366.89,597.6181927,,,,,,
441,3.6,278.7319,3.393080668,252.2067228,91.93,3.5,9.944,8.131,80.42,316.79,601.1981702,,,,,,
441.5,3.3,279.2019,3.456060289,256.9745191,91.97,3,8.701,8.287,80.89,322.67,613.2627751,,,,,,
442,2.9,278.70632,2.911200876,215.9004942,92.08,2.7,8.442,6.888,80.25,271.8,508.324396,,,,,,
442.5,2.7,278.90406,2.676633918,199.3307848,91.77,1.3,8.804,3.574,80.3,249.9,265.5862125,,,,,,
443,1.6,207.86632,1.924198813,221.4010255,44.09,1,5.49,3.522,9.41,179.65,404.4066657,,,,,,
443.5,2.9,198.98632,3.018309076,277.4463097,52.94,2,6.888,5.904,0.53,281.8,540.9500619,,,,,,
444,6.9,203.42798,5.644173707,419.6950673,67.16,3.9,13.517,9.685,4.97,526.96,717.0450293,,,,,,
444.5,7.3,201.15632,5.666345105,439.4551539,63.68,6.1,13.517,13.517,2.7,529.03,1041.923482,,,,,,
445,6,200.1119,5.33698739,389.5452936,67.26,3.6,13.517,7.613,1.8,498.28,554.0538242,,,,,,
445.5,4.2,198.87632,3.615972832,261.7454886,67.43,4,10.099,8.856,0.42,337.6,637.2033144,,,,,,
446,4.5,209.21632,4.407288214,335.4969282,67.34,3.4,9.892,9.219,10.76,411.48,698.6751178,,,,,,
446.5,3.4,198.87632,3.563918247,257.9653715,67.31,2.9,7.354,6.733,0.42,332.74,485.4408746,,,,,,
447,3.3,198.67632,3.255232414,214.6655598,73.91,2.8,6.422,5.386,0.22,303.92,353.8134715,,,,,,
447.5,5.8,198.6519,5.116451606,316.8588086,78.84,3.7,11.601,6.733,0.34,477.69,415.8126196,,,,,,
448,6.7,199.6919,5.99688101,338.9403962,86.92,4.4,13.517,12.015,1.38,559.89,674.8320469,,,,,,
448.5,7.7,210.93632,6.213560898,361.1114785,89.38,7.4,13.517,13.517,12.48,580.12,779.8434615,,,,,,
449,6.3,207.64632,5.435526934,429.7539469,64.4,1.7,11.29,5.49,9.19,507.48,434.0209003,,,,,,
449.5,6.3,202.5219,5.075000732,351.0177118,71.95,2.3,13.517,6.681,4.21,473.82,460.8384211,,,,,,
450,7,280.0024,5.977387317,502.1630303,81.69,6.7,16.47,13.517,81.4,558.07,1129.989469,,,,,,
450.5,6.6,278.8419,5.151047554,481.975153,73.03,5.8,16.003,12.637,80.53,480.92,1176.362028,,,,,,
451,6.8,279.1519,4.798554468,321.5668372,102.57,4.8,15.071,10.98,80.84,448.01,730.2699883,,,,,,
451.5,5.1,278.4719,3.38162009,197.4601523,117.78,4.6,12.741,11.601,80.16,315.72,669.5738372,,,,,,
452,5.7,278.8119,4.156119485,228.7397736,125.04,5.1,12.741,11.498,80.5,388.03,626.4505511,,,,,,
452.5,6.2,278.7819,4.41939144,226.6042618,134.41,6.2,13.31,13.155,80.47,412.61,666.777733,,,,,,
453,5,278.84798,3.558777053,178.5053858,137.49,4.3,10.617,10.099,80.39,332.26,500.7507294,,,,,,
453.5,5,278.5319,3.309214947,162.4218343,140.6,4.9,13.466,12.378,80.22,308.96,598.8737823,,,,,,
454,5.5,278.8719,3.947258495,188.9411563,144.19,4.7,12.223,10.824,80.56,368.53,512.0508742,,,,,,
454.5,6,278.6119,4.071504007,191.9157621,146.49,5.5,12.015,11.601,80.3,380.13,539.8164571,,,,,,
455,6,278.8719,4.256801193,194.0250778,151.6,5.6,13.776,12.482,80.56,397.43,561.6032086,,,,,,
455.5,6,278.49582,4.26943996,192.9352231,152.72,6,13.466,12.223,80.33,398.61,545.2915194,,,,,,
456,5.7,278.75798,4.069790275,183.6226075,153.1,5.3,11.446,11.135,80.3,379.97,496.1404971,,,,,,
456.5,5.6,278.5019,3.542817931,160.4336298,152.78,5.3,12.015,11.187,80.19,330.77,498.9583485,,,,,,
457,5.8,278.7519,3.826868878,172.6278736,153.38,5.3,11.653,11.083,80.44,357.29,492.9979403,,,,,,
457.5,5.6,278.41748,3.855252551,174.4530569,152.57,5.2,10.203,10.047,80.25,359.94,448.9504932,,,,,,
458,5,278.89632,3.394365966,153.9497196,152.52,4.4,10.41,9.271,80.44,316.91,415.0109256,,,,,,
458.5,5.6,278.49582,3.435388407,156.3629609,152.09,5.1,12.119,11.549,80.33,320.74,517.2987455,,,,,,
459,6.5,278.7019,4.124201241,187.3961375,152.35,5.2,13.984,11.86,80.39,385.05,531.1917587,,,,,,
459.5,7.1,278.4519,4.521786879,206.3244769,151.55,6.5,16.418,14.191,80.14,422.17,637.926115,,,,,,
460,7,279.27572,4.084356991,190.2923129,149.09,6.6,16.832,13.569,80.67,381.33,621.9141027,,,,,,
460.5,6.7,278.7519,4.480228898,246.3730706,125.3,6.1,14.035,13.258,80.44,418.29,720.7774872,,,,,,
461,6.5,278.7319,4.289790518,218.2491334,135.65,5.8,14.864,12.067,80.42,400.51,606.4784977,,,,,,
461.5,5.1,278.8419,2.594160604,128.5941047,140.17,4.5,12.689,11.29,80.53,242.2,548.8484155,,,,,,
462,7.7,279.71632,4.169615118,196.6375335,147.75,6.8,15.9,14.76,81.26,389.29,683.7169386,,,,,,
462.5,6.5,278.6719,3.475446874,194.4401515,123.62,6.1,14.76,14.45,80.36,324.48,795.4602445,,,,,,
463,6.4,278.7519,4.613043066,213.6769641,149.02,4.9,17.868,11.083,80.44,430.69,507.693918,,,,,,
463.5,6.6,278.97748,4.431173342,205.229309,149.37,6.1,14.191,13.414,80.81,413.71,612.8127129,,,,,,
464,6.1,278.7519,3.838757888,176.1735369,150.86,4.9,13.621,10.876,80.44,358.4,492.0693957,,,,,,
464.5,6.6,278.63582,4.530783968,206.0773829,151.9,6.1,14.916,12.999,80.47,423.01,583.4486308,,,,,,
465,6.9,278.8419,5.252264803,238.2374867,152.13,5.7,14.916,12.274,80.53,490.37,550.9068449,,,,,,
465.5,5.9,278.60748,3.986245879,185.2828393,148.61,5.7,12.43,12.119,80.44,372.17,555.6906083,,,,,,
466,7.1,279.01632,4.758924434,218.0870925,151.02,6.5,17.298,14.709,80.56,444.31,664.6876144,,,,,,
466.5,5.2,278.5919,3.002242846,460.6224992,44.43,5.2,14.812,14.657,80.28,280.3,2236.009793,,,,,,
467,6.3,278.73798,1.950226106,108.0821379,126.86,4.9,13.776,10.358,80.28,182.08,556.8793723,,,,,,
467.5,6.5,278.75632,1.71908661,86.40519726,141.46,6.5,14.139,11.498,80.3,160.5,554.5491042,,,,,,
468,4.8,279.07406,1.606944325,80.23007938,141.13,2.8,14.191,9.167,80.47,150.03,443.4108365,,,,,,
468.5,7.5,279.6819,2.605514073,128.4355344,143.12,7.2,17.764,15.693,81.37,243.26,749.7593037,,,,,,
469,3.9,278.61632,3.122096922,423.766234,50.16,3.3,9.271,4.713,80.16,291.49,638.4456735,,,,,,
469.5,3.6,278.75466,3.248698814,242.715863,91.5,3.2,9.426,8.856,80.3,303.31,657.7201978,,,,,,
470,3.7,279.01632,3.092320842,230.4726907,91.88,3.5,9.426,8.39,80.56,288.71,621.3063684,,,,,,
470.5,4.2,278.67798,3.380334792,252.1144603,91.74,4.2,11.446,9.426,80.22,315.6,698.269413,,,,,,
471,5.3,278.95632,4.637570844,347.4325646,91.34,4,14.346,10.617,80.5,432.98,791.074539,,,,,,
471.5,5.1,278.9519,3.730792822,279.8722215,91.39,4.2,11.808,11.083,80.64,348.32,825.0599725,,,,,,
472,4.8,278.5919,3.802555316,283.9025456,91.63,4.2,11.653,10.876,80.28,355.02,806.3702701,,,,,,
472.5,3.9,278.70632,3.401006675,252.3319987,92.16,3.7,9.996,9.322,80.25,317.53,687.3393829,,,,,,
473,4.4,278.7519,3.605262012,268.5049809,91.88,3.4,9.84,7.665,80.44,336.6,567.7263199,,,,,,
473.5,2.7,198.59632,3.240344375,669.8105019,23.4,1.3,4.35,3.522,0.14,302.53,727.8831294,,,,,,
474,4.5,205.81632,4.260228655,311.9197143,68.92,3.7,9.53,6.422,7.36,397.75,468.7543583,,,,,,
474.5,4.4,198.6219,4.317103109,305.8260344,68.74,3.7,8.649,6.163,0.31,403.06,435.4014914,,,,,,
475,3,199.1324,3.57205847,259.5073067,67.08,1.7,6.888,4.299,0.53,333.5,311.9332268,,,,,,
475.5,7.2,200.30466,5.171505221,363.5957359,70.09,5.7,13.517,9.53,1.85,482.83,666.1959493,,,,,,
476,4.8,199.07632,3.926265287,358.8283162,53.37,3.7,9.996,7.303,0.62,366.57,664.8252328,,,,,,
476.5,5,199.21798,4.21053045,384.9145616,53.38,4.6,12.741,7.82,0.76,393.11,712.1731494,,,,,,
477,5.2,199.99014,4.075252794,390.6062428,51.12,3,13.31,5.386,1.24,380.48,515.1822441,,,,,,
477.5,3.5,198.87632,3.131843768,311.4589622,48.93,3.1,7.303,6.267,0.42,292.4,621.0331582,,,,,,
478,4.7,199.01632,4.019877854,379.1199601,51.67,4,9.271,6.888,0.56,375.31,647.4971366,,,,,,
478.5,4.8,198.96632,4.429780936,463.4099316,46.51,4.6,9.53,8.39,0.51,413.58,874.986029,,,,,,
479,3.5,198.79632,3.736683773,343.3550502,52.9,3.1,7.561,6.06,0.34,348.87,555.4638571,,,,,,
479.5,3.7,198.93632,4.364016501,386.2306406,54.94,3.6,7.251,7.044,0.48,407.44,621.9825678,,,,,,
480,3.6,199.05406,4.180968587,349.7290266,58.19,3.5,7.613,6.629,0.45,390.35,553.1695085,,,,,,
480.5,3.7,198.99572,3.928728776,327.0048479,58.5,2.2,7.303,5.076,0.39,366.8,421.8143088,,,,,,
481,3.9,278.4219,2.610226834,283.8715913,62.74,0.9,6.681,0.725,80.11,243.7,80.62643791,,,,,,
481.5,6.4,278.6419,5.991311383,652.8530094,62.51,5.8,15.693,12.844,80.33,559.37,1394.941385,,,,,,
482,3.4,278.98798,4.114775719,275.6484117,101.97,2.2,7.613,6.681,80.53,384.17,446.2194879,,,,,,
482.5,6.3,278.64632,5.496364391,351.8418465,106.96,1.8,15.33,9.53,80.19,513.16,607.1274281,,,,,,
483,7.8,279.12632,6.411282636,413.187157,106.49,6.4,16.366,14.553,80.67,598.58,931.6357397,,,,,,
483.5,3,278.9019,4.566665215,318.2762177,97.8,3,9.426,8.753,80.59,426.36,608.307125,,,,,,
484,3.6,278.98632,4.806373367,306.9231991,106.93,3.4,10.824,8.39,80.53,448.74,534.0685246,,,,,,
484.5,3.5,279.0919,4.880706458,312.3266585,106.71,3.4,11.446,11.446,80.78,455.68,729.4783105,,,,,,
485,4.5,279.0419,5.445809321,348.0908666,106.93,2.8,11.86,9.633,80.73,508.44,613.545493,,,,,,
485.5,3.9,278.60748,4.694552406,299.3711433,107.02,3.7,11.031,9.374,80.44,438.3,595.3223534,,,,,,
486,4.4,279.06356,4.983744546,318.6405971,106.97,3.9,11.031,9.84,80.75,465.3,626.4205757,,,,,,
486.5,4.5,278.8419,4.906091101,312.6375061,107.28,4.5,12.015,11.86,80.53,458.05,751.7400691,,,,,,
487,7.1,279.40632,6.73410675,431.7656821,106.98,6.8,15.486,12.948,80.95,628.72,826.0369474,,,,,,
487.5,4.9,278.8719,5.370083823,358.3870672,102.4,4.3,12.326,10.358,80.56,501.37,688.3929275,,,,,,
488,6.2,278.6119,6.243336978,399.1529474,106.92,5.1,15.434,11.757,80.3,582.9,748.195711,,,,,,
488.5,5.7,278.4719,5.769061868,367.7439475,107.18,4.5,14.968,10.047,80.16,538.62,637.7663714,,,,,,
489,6.1,279.0119,5.78802002,370.243656,107.08,3.9,12.948,10.876,80.7,540.39,692.3189891,,,,,,
489.5,6.8,278.7319,6.335557138,405.7305948,106.87,6.4,16.47,13.155,80.42,591.51,837.8238304,,,,,,
490,6.2,279.0619,6.258653451,407.7498486,105.07,5,15.019,12.896,80.75,584.33,836.0162606,,,,,,
490.5,6.7,278.9019,6.036832368,354.0442108,116.93,6.7,13.984,13.725,80.59,563.62,799.5425342,,,,,,
491,6.7,278.75632,6.358799618,301.6464607,144.79,6.4,14.242,12.171,80.3,593.68,573.4933952,,,,,,
491.5,6.9,278.58748,6.610610996,304.5316326,149.05,6.8,14.139,13.932,80.42,617.19,636.9773969,,,,,,
492,7.6,279.01632,7.130835523,330.2736725,148.51,6.5,16.211,12.689,80.56,665.76,583.9634744,,,,,,
492.5,6.8,278.7519,7.130835523,342.1067613,142.95,6.6,13.155,12.999,80.44,665.76,620.099634,,,,,,
493,7.6,279.18356,6.838215921,366.8634376,128.1,6.4,13.725,13.621,80.87,638.44,725.9890752,,,,,,
493.5,7,278.69748,6.838215921,350.3273766,133.85,6.8,13.725,13.414,80.53,638.44,682.956229,,,,,,
494,6.8,278.61024,6.823542097,331.8997619,140.98,6.7,13.88,12.585,80.3,637.07,608.5109027,,,,,,
494.5,6.7,278.8719,6.72403858,315.7401555,146.24,6.4,14.657,13.517,80.56,627.78,630.4392056,,,,,,
495,5.4,279.23632,5.941291854,267.980099,152.34,4.7,10.928,10.255,80.78,554.7,460.0708347,,,,,,
495.5,6.2,279.0919,5.69515721,256.813025,152.69,5.1,10.255,7.354,80.78,531.72,330.4743579,,,,,,
496,7.3,279.3519,6.693298526,302.1857349,152.65,4.8,16.003,10.358,81.04,624.91,465.1120107,,,,,,
496.5,7.6,278.87024,7.124301923,340.9411692,143.59,6.9,15.537,13.776,80.56,665.15,654.7811076,,,,,,
497,7.1,279.0619,7.449161094,358.7850263,142.54,6.9,17.143,14.242,80.75,695.48,681.8670648,,,,,,
497.5,8,279.2319,7.475081278,479.5410467,106.87,7.3,15.745,15.745,80.92,697.9,1004.479237,,,,,,
498,6.2,279.18798,3.929050101,347.6883303,77.52,6,17.609,13.31,80.73,366.83,1168.469673,,,,,,
498.5,5.9,278.61632,3.722973924,279.7981666,91.28,5.4,17.609,14.087,80.16,347.59,1048.321617,,,,,,
499,4.9,278.6119,3.220315141,239.8141237,92.08,3.6,14.087,9.374,80.3,300.66,692.1565358,,,,,,
499.5,5,278.92632,1.969934014,147.9867033,92.17,3.4,11.86,8.028,80.47,183.92,593.3676312,,,,,,
500,6.7,279.18632,3.49590454,263.2867024,91.53,4.4,13.621,10.514,80.73,326.39,783.3397548,,,,,,
500.5,6.7,279.3519,3.467842191,196.69976,122.28,6.6,14.242,14.242,81.04,323.77,794.6667894,,,,,,
501,6.2,278.8119,3.30664435,155.3026725,147.95,5.9,12.43,11.498,80.5,308.72,530.318697,,,,,,
501.5,5.9,278.6419,3.103995636,141.7830478,152.2,5.9,12.119,11.705,80.33,289.8,524.3246259,,,,,,
502,6.4,278.8719,3.367481808,152.8756925,153.29,5.8,12.999,10.514,80.56,314.4,468.7273365,,,,,,
502.5,6.6,278.67632,3.185933409,145.1830827,152.96,5.7,14.45,13.984,80.22,297.45,623.114852,,,,,,
503,7.1,278.98632,3.731863904,171.2196106,151.7,6.8,14.45,11.705,80.53,348.42,527.44446,,,,,,
