MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
162.5,2.7,212.82346,0.630224649,54.88828839,61.27,2.7,6.733,5.645,80.47,58.84,478.0640734,,,,,,
163,2.6,213.16346,0.672532388,58.58816556,61.16,1.1,6.577,3.988,80.81,62.79,339.3174901,,,,,,
163.5,1,213.53346,0.474168001,40.80471265,61.23,0.7,5.283,3.988,81.18,44.27,338.5057706,,,,,,
164,1.2,213.19346,0.30408018,26.45461734,61.29,1.1,8.39,4.04,80.84,28.39,342.1581999,,,,,,
164.5,1.1,213.08346,0.314148351,27.26321276,61.21,0.9,6.215,4.454,80.73,29.33,377.37751,,,,,,
165,2.6,213.72346,1.385016134,119.2241169,61.16,1.7,10.928,6.37,81.37,129.31,542.4246279,,,,,,
165.5,2.5,213.02346,0.976719676,84.13250338,61.23,2,5.697,4.609,80.67,91.19,391.1338213,,,,,,
166,2,213.33346,1.016135493,87.18874371,61.29,1.9,5.852,4.609,80.98,94.87,391.0028272,,,,,,
166.5,2.2,212.96346,0.916310651,79.10724601,61,2,4.92,4.143,80.61,85.55,352.7790918,,,,,,
167,3.2,213.27346,1.216427827,105.0735414,61.16,2.2,6.526,5.697,80.92,113.57,484.6510946,,,,,,
167.5,3.1,212.88346,1.121958395,96.833435,61.16,2.5,5.179,5.024,80.53,104.75,426.7955251,,,,,,
168,2.1,213.05346,1.242240904,106.4566205,61.16,2.1,6.888,5.645,80.7,115.98,479.0573875,,,,,,
168.5,2.1,212.79904,1.007781054,86.47092425,61.19,2.1,6.215,5.231,80.59,94.09,443.2755822,,,,,,
169,2.2,213.19346,1.240955605,106.4628732,61.17,1.9,7.458,5.593,80.84,115.86,474.9534795,,,,,,
169.5,2.3,212.91346,1.257771593,107.6537684,61.26,2.2,7.044,5.593,80.56,117.43,473.6998951,,,,,,
170,3.7,213.39346,2.077042214,177.4232713,61.5,1.3,11.342,5.956,81.04,193.92,504.4014342,,,,,,
170.5,1.3,213.69346,0.961296095,82.08719455,61.41,1.2,7.147,6.474,81.34,89.75,548.117873,,,,,,
171,1.3,213.36346,0.87411002,74.49460811,61.5,1.2,7.199,6.888,81.01,81.61,581.3663911,,,,,,
171.5,1.3,213.67346,0.880215188,75.21373208,61.42,1.1,10.203,8.96,81.32,82.18,758.0841064,,,,,,
172,1.4,213.55346,1.128170671,96.05560244,61.5,1.2,8.442,7.303,81.2,105.33,616.9553675,,,,,,
172.5,1.6,213.67346,1.198326542,102.6362546,61.21,1.5,9.115,7.561,81.32,111.88,642.2283078,,,,,,
173,1.9,212.96346,1.260770622,107.0399578,61.63,1.5,9.322,6.474,80.61,117.71,544.6804191,,,,,,
173.5,2,213.61346,1.559816717,132.9061942,61.49,1.7,8.338,6.422,81.26,145.63,543.2549813,,,,,,
174,1.7,214.12954,1.370770744,117.0979863,61.46,1.4,9.685,8.287,81.63,127.98,702.4958262,,,,,,
174.5,1.6,213.69346,1.306184499,111.1458652,61.57,1.5,9.012,6.267,81.34,121.95,529.431413,,,,,,
175,2.1,213.95346,1.424324844,114.2513357,65.56,1.5,8.856,6.577,81.6,132.98,522.7689997,,,,,,
175.5,2.1,213.92346,1.684062229,116.3506337,76.09,2.1,13.258,11.083,81.57,157.23,758.3096622,,,,,,
176,2.4,214.37346,2.047694568,140.7559964,76.59,1.9,12.896,7.458,82.02,191.18,508.646382,,,,,,
176.5,2.7,214.45346,2.182115359,150.1800826,76.57,2.5,12.119,10.773,82.1,203.73,734.7143884,,,,,,
177,2,215.80346,1.902027416,131.2910936,76.69,1.8,12.689,10.721,83.45,177.58,734.1773241,,,,,,
177.5,3.5,213.67346,2.588376761,177.8941051,76.48,2.2,12.067,11.083,81.32,241.66,754.4541349,,,,,,
178,3.7,213.72346,2.29747089,157.6420657,76.81,3.4,12.948,7.717,81.37,214.5,523.989953,,,,,,
178.5,2.5,212.68346,1.734831515,118.6609937,76.56,2.5,6.474,5.438,80.33,161.97,368.5821207,,,,,,
179,2.9,213.02346,1.869145198,128.0646427,76.63,2.5,8.183,6.526,80.67,174.51,442.5634572,,,,,,
179.5,2,212.64904,0.677994906,129.5633994,27.3,1.4,4.765,3.574,80.44,63.3,677.585165,,,,,,
181,2,213.05346,0.760896653,52.69827141,76.57,1.9,6.422,4.35,80.7,71.04,295.3110184,,,,,,
181.5,2.3,213.38954,0.109893013,8.879113385,76.72,2.1,6.37,4.506,80.89,10.26,305.9297538,,,,,,
182,2.6,212.96346,0.807702936,48.87215227,88.48,2.3,6.733,5.801,80.61,75.41,340.846765,,,,,,
182.5,2.7,212.71346,1.121529962,64.90188637,91.71,2.4,6.06,5.956,80.36,104.71,337.3130229,,,,,,
183,2.7,212.85346,1.468453422,84.3245022,91.91,2.4,6.94,6.577,80.5,137.1,371.741873,,,,,,
183.5,2.8,279.07406,1.825445053,337.348675,36.88,2.6,6.526,6.267,80.47,170.43,1153.858292,,,,,,
184,2.2,279.10848,1.874286392,106.6396857,120.75,2,5.386,4.817,80.36,174.99,271.8859296,,,,,,
184.5,2.1,278.70798,1.809057498,101.4003724,122.4,2,7.044,6.888,80.25,168.9,382.3568109,,,,,,
185,2,278.73632,1.816019531,101.8064451,122.31,2,6.267,4.92,80.28,169.55,273.6559489,,,,,,
185.5,2.1,278.79406,1.736116814,97.55233946,122.2,2,6.526,5.179,80.19,162.09,288.3760362,,,,,,
186,2.3,279.3024,1.894851166,106.8752116,121.96,2,6.422,4.661,80.7,176.91,260.772335,,,,,,
186.5,2.4,278.81632,1.973040152,110.7124838,122.39,2.4,5.697,5.542,80.36,184.21,308.2327329,,,,,,
187,2.1,278.96406,1.938872636,108.6099004,122.48,2,6.785,5.127,80.36,181.02,285.0171574,,,,,,
187.5,2,278.59798,1.946798643,109.4445209,121.8,1.9,6.06,5.334,80.14,181.76,297.6660929,,,,,,
188,2.1,279.07848,1.932339036,107.8573462,122.98,1.9,6.267,5.438,80.33,180.41,301.1251358,,,,,,
188.5,2.5,279.16848,1.900956334,107.2385784,122.02,2.2,7.665,6.06,80.42,177.48,338.405957,,,,,,
189,2.5,279.58406,2.013848376,113.1314318,122.62,2.5,7.561,6.008,80.98,188.02,334.3763731,,,,,,
189.5,2.4,278.88406,2.050479381,115.239558,122.16,2.4,6.526,5.49,80.28,191.44,306.0008663,,,,,,
190,2.5,278.9924,1.967898959,110.7472382,122.18,2.5,6.629,1.295,80.39,183.73,73.41880038,,,,,,
190.5,1.9,212.50904,1.975075208,176.0708795,58.31,1.7,6.577,5.334,80.3,184.4,473.4649839,,,,,,
191,1.9,212.85346,1.975075208,112.6742519,91.62,1.8,7.303,6.37,80.5,184.4,360.7244517,,,,,,
191.5,1.8,212.62904,1.839797551,104.7420956,91.73,1.6,5.542,5.49,80.42,171.77,310.2960537,,,,,,
192,1.6,212.79346,1.832085761,104.1487726,91.83,1.5,5.801,5.593,80.44,171.05,315.8702076,,,,,,
192.5,1.6,212.54346,1.832085761,104.0949545,91.77,1.6,6.577,5.852,80.19,171.05,330.2787613,,,,,,
193,1.6,212.60346,1.699592918,96.68798194,91.75,1.5,5.593,5.542,80.25,158.68,312.9923731,,,,,,
193.5,1.6,212.91346,1.699592918,96.50484062,92.06,1.6,5.593,4.091,80.56,158.68,230.868977,,,,,,
194,1.6,212.50904,1.770819871,100.1562821,92.21,1.6,5.904,5.076,80.3,165.33,285.2076191,,,,,,
194.5,1.4,212.79346,1.724120695,97.85998343,91.91,1.3,6.215,5.283,80.44,160.97,298.0334344,,,,,,
195,1.5,212.79346,1.754432316,99.66031303,91.88,1.4,5.438,4.972,80.44,163.8,280.695372,,,,,,
195.5,1.8,212.68346,1.774354441,101.1805253,91.64,1.5,5.593,5.438,80.33,165.66,307.7469792,,,,,,
196,2.2,212.85346,1.79941776,103.0051613,91.57,1.9,6.681,5.956,80.5,168,337.7313702,,,,,,
196.5,2.2,212.59904,1.401832122,80.44122918,91.59,2.2,7.613,6.008,80.39,130.88,340.1883302,,,,,,
197,2.3,212.74346,1.320751214,75.86091365,91.74,2.3,6.526,6.215,80.39,123.31,351.5891424,,,,,,
197.5,2.3,212.56904,1.350098861,77.49336153,91.69,2.1,6.577,6.37,80.36,126.05,360.2227212,,,,,,
198,2.4,212.60346,1.346885615,77.32998603,91.76,2.2,7.044,5.801,80.25,125.75,328.0424908,,,,,,
198.5,2.5,212.68346,1.46856053,84.33623677,91.69,2.3,6.733,5.956,80.33,137.11,337.2124937,,,,,,
199,2.5,212.85346,1.468239206,84.19504733,91.9,2,6.836,5.749,80.5,137.08,325.0656892,,,,,,
199.5,1.5,212.65346,1.106534814,63.09803571,91.98,1.2,5.076,3.418,80.3,103.31,192.9247636,,,,,,
200,1,214.14346,0.72298035,41.63514442,91.73,0.4,7.354,6.267,81.79,67.5,356.0592901,,,,,,
200.5,0.2,213.58346,0.987644712,56.07259134,91.6,0.1,8.235,6.163,81.23,92.21,349.2361739,,,,,,
201,1,213.19346,0.784139132,44.70941099,92.14,0.3,7.458,5.801,80.84,73.21,326.7135183,,,,,,
202,1,213.55346,1.038199783,59.39515148,91.66,0.2,7.095,4.195,81.2,96.93,238.0733495,,,,,,
202.5,0.9,213.39346,1.036807376,58.89736068,92.15,0.5,7.354,6.526,81.04,96.8,367.7077789,,,,,,
203,0.9,213.19346,1.224996483,69.55464597,91.97,0.4,8.597,5.542,80.84,114.37,312.6674322,,,,,,
203.5,0.7,212.96346,1.087683771,61.48336889,92.19,0.4,11.29,4.765,80.61,101.55,267.8549846,,,,,,
204,1.6,213.46904,1.570955969,89.82590624,91.73,0.8,9.788,8.338,81.26,146.67,472.4041001,,,,,,
204.5,2,213.60904,1.595590855,91.73771961,91.52,1.7,9.788,8.649,81.4,148.97,491.6828378,,,,,,
205,2,213.72346,1.656321205,94.47788532,92.26,1.9,9.788,8.701,81.37,154.64,490.9363082,,,,,,
205.5,1.9,213.81346,1.261413271,72.583714,91.79,0.9,11.239,9.737,81.46,117.77,552.2146097,,,,,,
206,2.5,212.62904,1.810771229,103.2948692,91.96,2.2,11.239,7.717,80.42,169.06,435.0606482,,,,,,
206.5,2.4,212.60346,1.832621302,104.3125157,92.08,2.3,6.319,5.801,80.25,171.1,326.9077357,,,,,,
207,2.5,212.54346,1.917772321,109.3323004,91.9,2.3,6.836,6.836,80.19,179.05,385.6690031,,,,,,
207.5,2.5,212.57346,2.01663319,115.1376903,91.71,2.5,6.836,6.37,80.22,188.28,360.2783309,,,,,,
208,2.7,212.99346,1.99992431,114.2879095,91.92,2.4,8.028,5.645,80.64,186.72,319.4799501,,,,,,
208.5,2.8,212.53904,1.086398473,195.4014523,28.97,0.8,6.06,6.008,80.33,101.43,1072.592872,,,,,,
209.5,2.6,212.32346,0.995570719,81.10035887,64.63,2.6,6.733,6.733,79.97,92.95,539.0090422,,,,,,
210,2.8,212.59904,1.225424916,70.71451903,91.8,2.8,6.215,5.956,80.39,114.41,336.8668442,,,,,,
210.5,2.8,212.63346,0.442892407,26.62660589,92.04,2.8,5.801,5.697,80.28,41.35,321.5109155,,,,,,
211,2.5,212.39904,0.942337944,54.37543984,92.1,2.1,6.37,5.127,80.19,87.98,288.825861,,,,,,
211.5,2,212.57346,0.163768438,10.46574286,91.91,1.9,4.972,4.609,80.22,15.29,260.2346488,,,,,,
212,2.1,212.74346,0.155735323,10.10654146,91.68,1.9,5.801,4.402,80.39,14.54,249.485725,,,,,,
212.5,2.1,212.51346,0.120603833,8.094327864,92.01,2,5.231,5.024,80.16,11.26,283.2294931,,,,,,
213,2.4,212.57346,0.33503445,20.27631449,92.23,2.1,6.267,5.334,80.22,31.28,300.18391,,,,,,
213.5,2.4,212.50904,0.253096677,15.76595299,91.7,2.4,5.852,5.542,80.3,23.63,313.5294176,,,,,,
214,2.5,212.65346,0.319396652,19.49588477,92.1,2.4,6.37,4.817,80.3,29.82,271.781031,,,,,,
214.5,2.5,212.48904,0.341675158,20.78913923,91.82,2.3,6.111,5.386,80.28,31.9,304.3850727,,,,,,
215,2.4,212.82346,0.428539908,25.67377559,91.72,2.2,6.06,5.542,80.47,40.01,313.9229228,,,,,,
215.5,2.5,212.51346,0.436465915,26.13721768,91.76,2.3,6.319,6.06,80.16,40.75,342.5398412,,,,,,
216,2.5,212.91346,0.500837943,29.81208639,91.76,2.4,6.785,5.801,80.56,46.76,328.5817982,,,,,,
216.5,2.4,212.62904,0.450711306,26.92254161,91.64,2.4,6.422,6.267,80.42,42.08,354.7770495,,,,,,
217,3.5,279.33848,1.899135494,260.7467976,49.85,0.4,7.303,2.486,80.59,177.31,340.6384039,,,,,,
217.5,2.3,279.10848,1.87974891,113.5743847,113.68,2.2,5.852,5.334,80.36,175.5,319.609183,,,,,,
218,2.2,278.96406,1.634364024,92.26904729,121.88,2,7.095,5.127,80.36,152.59,286.4769237,,,,,,
218.5,2.5,278.90406,1.833156843,103.3402907,122.06,2,5.076,4.765,80.3,171.15,266.0898836,,,,,,
219,1.5,278.8824,1.683312471,93.81245606,122.81,0.7,5.438,5.438,80.28,157.16,300.9500288,,,,,,
219.5,2.9,278.79848,2.045123971,115.1773184,122.21,2,6.111,5.49,80.05,190.94,306.0988729,,,,,,
220,2.7,279.16682,2.108424917,118.3128253,122.63,1.9,6.267,5.386,80.42,196.85,299.5792744,,,,,,
220.5,2.4,278.90406,2.034413151,114.3104245,122.21,2.3,6.008,4.454,80.3,189.94,248.4592932,,,,,,
221,2.6,278.8524,2.18083006,122.2361647,122.51,2.3,5.645,5.231,80.25,203.61,290.901017,,,,,,
221.5,2.3,278.85406,2.137665456,119.7279937,122.44,2.2,6.008,5.593,80.25,199.58,310.9075547,,,,,,
222,2.2,278.99406,2.211141681,124.031967,122.2,1.9,6.474,4.558,80.39,206.44,254.2011952,,,,,,
222.5,2.1,278.88406,2.08978809,117.3155481,122.07,2,4.713,4.661,80.28,195.11,260.0242072,,,,,,
223,2.1,279.04572,2.065795853,115.8533597,122.28,1.8,5.749,4.765,80.44,192.87,265.4953152,,,,,,
223.5,1.7,278.64798,1.944120938,108.8777026,122.08,1.7,5.127,5.127,80.19,181.51,285.3714086,,,,,,
224,2,278.98632,2.170654781,121.5680134,122.29,1.6,5.334,4.506,80.53,202.66,250.9997442,,,,,,
224.5,1.5,278.9024,2.1552312,120.4492316,122.2,1.5,5.076,5.024,80.3,201.22,279.5141113,,,,,,
225,2,278.90848,2.291365723,128.0879179,122.42,1.9,5.801,4.868,80.16,213.93,270.7011525,,,,,,
225.5,2,278.93406,2.325640347,130.1441657,122.28,1.9,6.06,5.49,80.33,217.13,305.503813,,,,,,
226,2.2,278.88406,2.279155388,127.2498526,122.69,1.7,6.267,5.076,80.28,212.79,281.6972417,,,,,,
226.5,1.9,279.13406,2.172904053,121.7425386,122.24,1.8,5.801,4.765,80.53,202.87,265.5390238,,,,,,
227,2,278.81798,2.380586853,132.8974122,122.5,1.9,5.852,4.765,80.36,222.26,264.7424843,,,,,,
227.5,1.9,278.89798,2.244559439,125.2874744,122.56,1.9,4.972,4.558,80.44,209.56,253.1822101,,,,,,
228,2,279.07406,2.304218707,129.2933558,122.02,1.8,4.92,4.817,80.47,215.13,268.911174,,,,,,
228.5,2.4,278.93406,2.585913273,145.2318736,121.93,1.7,5.334,5.231,80.33,241.43,292.2356859,,,,,,
229,2.9,279.10406,2.866215432,160.5980489,122.41,2.8,10.151,6.94,80.5,267.6,386.2530804,,,,,,
229.5,2.6,278.84632,2.733401264,152.7636567,122.53,2.6,6.319,4.765,80.39,255.2,265.083923,,,,,,
230,2.9,279.33406,2.957043186,166.2207542,122.07,2.6,8.908,5.904,80.73,276.08,330.0481121,,,,,,
230.5,2.4,279.1624,2.677597892,150.3759218,121.99,1.7,5.852,5.024,80.56,249.99,280.8225443,,,,,,
231,2.6,278.9624,2.757929042,154.5325652,122.25,2,6.733,4.402,80.36,257.49,245.6738334,,,,,,
231.5,1.9,279.04632,2.443994908,136.5393949,122.42,1.6,5.076,4.817,80.59,228.18,267.9469398,,,,,,
232,2.8,278.7924,2.834939838,158.6527183,122.39,2.7,6.422,5.749,80.19,264.68,319.9144118,,,,,,
232.5,2.4,278.84632,2.576380643,144.1307096,122.38,2.2,5.956,5.386,80.39,240.54,299.6555132,,,,,,
233,2.1,279.04848,2.636682559,147.0039957,122.7,1.7,5.127,5.076,80.3,246.17,281.7764466,,,,,,
233.5,1.6,278.9024,2.363449541,131.7045917,122.53,1.5,5.127,5.127,80.3,220.66,284.5227366,,,,,,
234,1.5,278.89798,2.565134282,142.5607142,122.73,1.3,5.231,4.35,80.44,239.49,241.097386,,,,,,
234.5,1.5,278.88406,2.466701846,137.542709,122.35,1.2,5.179,4.299,80.28,230.3,239.0070805,,,,,,
235,2.6,278.89632,3.120276082,174.3104245,122.44,1.8,8.39,5.801,80.44,291.32,322.6541764,,,,,,
235.5,2.3,278.67632,2.99485238,167.117163,122.39,2.2,6.163,5.386,80.22,279.61,299.3862109,,,,,,
236,2.2,278.81632,2.892564049,161.7906911,122.15,2,6.733,4.868,80.36,270.06,271.3338799,,,,,,
236.5,2.2,278.78632,2.922125912,163.1609116,122.34,2,5.801,5.542,80.33,272.82,308.1986801,,,,,,
237,2.2,278.73632,2.932086975,163.6434622,122.37,2,5.645,5.386,80.28,273.75,299.4358654,,,,,,
237.5,2.1,278.75632,2.871035301,159.5023154,122.92,2.1,5.49,5.49,80.3,268.05,303.7900857,,,,,,
238,2.3,278.73798,2.815017712,156.9624434,122.58,1.2,5.593,5.334,80.28,262.82,296.1176152,,,,,,
238.5,1.5,278.84798,1.085862932,87.8055868,84.69,1.1,4.713,4.558,80.39,101.38,365.5401553,,,,,,
239,1.4,278.78798,1.117352742,83.3661306,91.75,1.1,5.231,4.609,80.33,104.32,341.1145684,,,,,,
239.5,1.6,279.02406,0,1.011130583,93.54,1.2,6.629,5.231,80.42,,380.0875021,,,,,,
240,1.5,279.07848,0,0.947934921,118.42,1.4,6.474,4.972,80.33,,285.610343,,,,,,
240.5,1.5,278.9924,0,0.947934921,122.04,1.4,5.076,4.868,80.39,,271.3054526,,,,,,
241,1.4,279.2424,0,0.88473926,122.07,1.3,4.506,3.47,80.64,,193.7258387,,,,,,
241.5,1.8,279.20632,0.292084061,17.29616609,122.61,1.5,5.334,3.47,80.75,27.27,193.1045024,,,,,,
242,2.1,279.78848,0.676388283,38.91925798,122.3,1.5,5.801,4.972,81.04,63.15,277.6597568,,,,,,
242.5,2.1,279.40632,0.292833819,17.58657553,122.25,1.5,8.028,2.486,80.95,27.34,139.3611455,,,,,,
243,2.2,279.16406,0.397906963,23.36051919,122.83,2,7.82,5.542,80.56,37.15,307.3887937,,,,,,
243.5,2.4,278.89798,0.237673096,14.63358486,122.77,2,8.183,7.251,80.44,22.19,401.6905636,,,,,,
244,3.3,278.85406,1.172406357,67.30486803,121.78,2.5,11.031,8.131,80.25,109.46,454.4022063,,,,,,
244.5,2.3,279.0424,0.032668001,3.263385281,122.36,2.3,8.131,6.267,80.44,3.05,348.6602279,,,,,,
245,2.7,278.9624,0,1.706282858,122.55,1.9,8.701,6.577,80.36,,365.4185121,,,,,,
245.5,1.4,278.71406,0,0.88473926,122.22,1.3,7.354,6.526,80.11,,362.428919,,,,,,
246,3,279.62014,0.449426007,26.85689338,122.31,1.7,8.131,6.163,80.87,41.96,344.187561,,,,,,
246.5,3.3,279.21406,0.545502063,32.39055697,122.1,2.2,8.39,5.852,80.61,50.93,327.1904532,,,,,,
247,3.3,278.99406,0.668462276,39.19837008,122.08,2.9,8.079,7.303,80.39,62.41,407.5467897,,,,,,
247.5,2.7,279.24406,0.347780325,20.98806589,122.36,2.5,8.028,6.577,80.64,32.47,366.3510823,,,,,,
248,2.5,278.93406,0.31596919,19.08569408,122.31,1.9,7.924,6.422,80.33,29.5,357.3812403,,,,,,
248.5,2.3,279.19406,0.404976104,23.90600528,122.34,2.1,6.422,6.422,80.59,37.81,357.4991682,,,,,,
249,2.1,279.13572,0,1.32710889,122.63,1.6,6.267,5.593,80.53,,310.6137862,,,,,,
249.5,2,279.02406,0.087721616,6.121595275,122.41,1.7,7.613,5.593,80.42,8.19,310.9825092,,,,,,
250,1.8,278.99406,1.1181025,63.03692095,122.43,1.7,7.044,6.06,80.39,104.39,336.6258678,,,,,,
250.5,1.9,279.13682,1.253701481,70.85874765,122.05,1.9,6.474,6.06,80.39,117.05,337.9058014,,,,,,
251,1.8,278.9324,1.264947842,71.20819884,122.33,1.7,6.267,5.956,80.33,118.1,331.0649213,,,,,,
251.5,1.6,278.95632,1.173798764,66.23553829,121.96,1.6,5.283,4.661,80.5,109.59,260.0086468,,,,,,
252,1.6,278.88406,1.193185348,67.07893013,122.36,1.3,4.765,4.506,80.28,111.4,250.512606,,,,,,
252.5,1.4,278.73632,0.887284329,50.01257393,122.3,1.2,4.558,4.04,80.28,82.84,224.574537,,,,,,
253,1.3,278.61632,1.023525959,57.46851081,122.3,0.8,5.697,4.04,80.16,95.56,224.4150397,,,,,,
253.5,1,279.12632,0.924236658,51.7311605,122.65,0.6,4.558,4.195,80.67,86.29,232.5651509,,,,,,
254,0.6,279.0424,0.858900656,47.7822351,122.83,0.4,5.645,3.781,80.44,80.19,209.054034,,,,,,
254.5,0.6,278.92632,0.689991024,38.64358036,122.19,0.6,4.143,3.418,80.47,64.42,189.9290904,,,,,,
255,0.3,278.95632,0.755219918,41.99033241,122.44,0.1,4.972,2.486,80.5,70.51,137.7874583,,,,,,
255.5,0.5,279.55406,0.612230471,34.39747205,122,0.3,4.868,4.868,80.95,57.16,271.3065927,,,,,,
256,0.5,279.50014,0.869825692,48.54996713,122.45,0.2,4.868,3.159,80.75,81.21,175.4903518,,,,,,
256.5,0.3,279.04632,0.733905386,40.10326951,124.65,0.1,3.833,3.574,80.59,68.52,194.5627364,,,,,,
257,4,279.0424,1.697557862,87.54411585,135.36,0.6,8.96,4.402,80.44,158.49,222.986707,,,,,,
257.5,2.6,278.75632,2.080791001,104.0879761,137.55,2.6,6.785,6.733,80.3,194.27,333.1331005,,,,,,
258,2.7,279.02406,1.913809318,95.65854618,138.08,1.7,6.992,6.008,80.42,178.68,296.6495632,,,,,,
258.5,1.7,278.8824,1.632114752,81.58266037,137.35,1.5,5.645,4.454,80.28,152.38,220.7795399,,,,,,
259,1.7,278.90572,1.525434984,76.35409789,137.3,1.4,5.127,4.92,80.3,142.42,243.8748915,,,,,,
259.5,1.6,278.81632,1.418219676,70.74885893,137.75,1.3,4.143,3.522,80.36,132.41,174.1974735,,,,,,
260,1.2,278.8524,1.261091947,62.85433582,137.58,1.1,3.988,3.677,80.25,117.74,181.8133043,,,,,,
260.5,1.7,278.8824,1.317752185,66.10431124,137.29,0.9,5.127,4.454,80.28,123.03,220.8755579,,,,,,
261,0.7,279.07848,1.184295367,58.76603019,137.67,0.6,3.263,2.538,80.33,110.57,125.4326842,,,,,,
261.5,2.2,279.15632,1.149592311,58.16505406,137.32,0.6,4.661,4.661,80.7,107.33,231.5824388,,,,,,
262,2.8,279.1024,2.125455121,106.0655688,138.18,2.3,6.111,4.506,80.5,198.44,222.8789145,,,,,,
262.5,2.7,278.7624,1.802095465,90.31595873,137.73,2.4,6.215,6.215,80.16,168.25,307.3000465,,,,,,
263,2.6,279.0424,2.055192142,103.197285,137.19,1.5,6.526,5.283,80.44,191.88,262.6945072,,,,,,
263.5,3.7,278.59632,2.436068901,122.2059071,137.55,3.2,10.047,6.733,80.14,227.44,333.6379848,,,,,,
264,3.5,278.84798,2.351453423,118.0457609,137.52,1.4,10.047,5.076,80.39,219.54,252.2584514,,,,,,
264.5,1.7,278.78798,1.804023413,89.92886961,137.51,1.2,6.215,4.661,80.33,168.43,230.6450867,,,,,,
265,1.6,278.9324,1.760430375,87.88983917,137.31,0.9,6.215,5.024,80.33,164.36,248.9497245,,,,,,
265.5,0.9,278.93406,1.488161331,73.64398978,138,0.8,6.577,3.211,80.33,138.94,158.2429021,,,,,,
266,0.8,279.03908,1.342279962,66.53310461,137.81,0.6,5.127,5.076,80.44,125.32,250.1969851,,,,,,
266.5,0.5,278.67798,1.459242117,72.39108662,137.07,0.2,3.988,3.574,80.22,136.24,176.8435292,,,,,,
267,0.6,279.07406,1.271160118,63.2675074,137.04,0.1,3.936,3.418,80.47,118.68,169.4785036,,,,,,
267.5,0.3,279.09632,0.9169533,68.67669952,90.78,0.2,3.315,3.159,80.64,85.61,236.134851,,,,,,
268,0.6,279.2124,0.74857921,55.53599139,92.06,0.3,4.091,2.538,80.61,69.89,187.3841038,,,,,,
269.5,0.3,279.4924,0.735297793,54.5224663,91.89,0.3,7.147,6.319,80.89,68.65,467.1153247,,,,,,
270,1,279.1324,0.763681466,56.94658785,91.96,0.4,6.319,4.143,80.53,71.3,306.1408993,,,,,,
270.5,1,278.89798,0.78188986,58.30986407,91.85,0.8,6.37,5.801,80.44,73,428.5560905,,,,,,
271,0.8,280.4524,0.597235323,44.44873365,92.6,0.7,12.067,5.593,81.85,55.76,412.0253316,,,,,,
271.5,1.5,279.77798,0.874752669,53.98639434,112.1,1,8.546,4.765,81.32,81.67,289.8618965,,,,,,
272,1.3,279.9224,0.939017589,43.32492795,150.24,1,6.888,6.526,81.32,87.67,296.2122683,,,,,,
272.5,1.2,279.20632,0.847654295,38.55518003,152.12,1,10.203,10.203,80.75,79.14,455.7092403,,,,,,
273,1.8,279.32632,0.743866449,34.23586217,152.51,1.7,10.099,8.649,80.87,69.45,385.9748073,,,,,,
273.5,2.6,280.22632,0.74857921,35.01249322,152.72,2.3,9.167,6.836,81.77,69.89,306.3713733,,,,,,
274,2,278.59632,0.54743001,25.50570157,152.84,1.6,5.697,5.076,80.14,51.11,226.0439131,,,,,,
274.5,2,278.74406,0,1.263913228,153.11,2,6.215,5.127,80.14,,228.0221593,,,,,,
275,2.1,279.0724,0,1.32710889,153.03,1.8,7.406,6.163,80.47,,274.369566,,,,,,
275.5,3.5,279.1324,0.639328846,30.53133849,153.09,2,7.303,5.749,80.53,59.69,256.8675719,,,,,,
276,4.4,279.1624,0.694703785,33.4900788,153.42,2.5,8.649,7.303,80.56,64.86,325.6106583,,,,,,
276.5,2.6,278.61632,0,1.643087197,152.24,2.5,7.044,6.474,80.16,,289.4811203,,,,,,
277,2.5,278.95632,0,1.579891535,152.58,2.4,5.904,5.127,80.5,,229.2990755,,,,,,
277.5,2.5,278.70632,0,1.579891535,152.76,2.4,6.319,6.267,80.25,,279.355795,,,,,,
278,3.3,278.96848,0,2.085456827,152.69,2,7.82,7.251,80.22,,323.9255556,,,,,,
278.5,3.3,278.9624,0.3683451,18.43218335,152.71,2.3,6.267,5.852,80.36,34.39,261.7904011,,,,,,
279,2,279.41848,0,1.263913228,152.82,0.6,6.577,3.574,80.67,,160.0188303,,,,,,
279.5,2,279.3024,0,1.263913228,152.91,0.5,3.625,3.366,80.7,,150.6295166,,,,,,
280,0.7,279.19406,0,0.44236963,152.42,0.4,3.211,2.123,80.59,,94.91628571,,,,,,
280.5,2.5,278.9624,0.165696385,8.929453929,152.79,2.5,6.629,6.629,80.36,15.47,295.613156,,,,,,
281,2.3,278.76406,0,1.453500213,153.23,0.5,5.231,5.127,80.16,,228.0504209,,,,,,
281.5,3.8,278.68406,0.545609171,26.56861944,152.85,0.6,8.028,6.163,80.08,50.94,275.3850374,,,,,,
282,4.6,279.04572,1.392942141,64.68193507,152.86,3.5,11.653,6.94,80.44,130.05,310.6857902,,,,,,
282.5,4.1,279.04632,0.993321447,46.96861473,151.74,3,9.063,6.06,80.59,92.74,273.3273604,,,,,,
283,2.4,278.73798,0.509299491,24.10506864,152.68,2.4,6.681,5.801,80.28,47.55,258.8017565,,,,,,
